"sample_id","tree","R2_full","partial_R2_linear","partial_R2_spline","partial_R2_phylo","prop_residual","shapley_log_n_speakers","shapley_n_segments","shapley_delta","shapley_log_n_speakers_n_segments","shapley_log_n_speakers_delta","shapley_n_segments_delta","shapley_triple","prop_linear_norm","prop_spline_norm","prop_phylo_norm","prop_residual_norm","shapley_norm_log_n_speakers","shapley_norm_n_segments","shapley_norm_delta","shapley_norm_log_n_speakers_n_segments","shapley_norm_log_n_speakers_delta","shapley_norm_n_segments_delta","shapley_norm_triple"
11,"heggarty2024",0.183258114775175,0.0238197688254314,0.485578897488074,-0.000733879090102959,0.816741885224825,0.0401040853617996,0.0301897938016222,0.00721196311318228,0.0295632402890386,0.0058694058143901,0.0054513558555273,0.058698202267228,0.11970189916784,0.328224955738236,0,0.552073145093925,0.0271081830592162,0.0204066605561814,0.00487489527624742,0.0199831444190526,0.0039673994763853,0.00368482041466344,0.0396767959660935
12,"heggarty2024",0.0572120797911766,0.197220981957515,0.177078212068903,0.27880091435248,0.942787920208823,0.251144788059771,0.218726773941382,0.0411515282973118,0.382665489606552,0.0355158657655478,0.0349975257091789,0.104697301944548,0.433179552128107,0.0717622909005212,0.112986188901144,0.382071968070227,0.101778333586755,0.0886406870496658,0.0166769695162927,0.155078097197245,0.0143930744549158,0.014183013208668,0.0424293771145645
13,"heggarty2024",0.202694851347306,0.0518818054018633,0.384303539279405,0.217720327818351,0.797305148652694,0.00237526713112186,0.00823468448249795,0.00667154992270926,0.00342596712863515,0.0271459440292184,0.00426032321814811,0.0027694792237377,0.0377408565066259,0.26426922502579,0.149717024237669,0.548272894229916,0.00163337034352533,0.00566264284373259,0.00458774158338783,0.00235589211524277,0.0186671129926267,0.00292964336818356,0.0019044532599271
14,"heggarty2024",-0.247113313388099,-0.27355554046762,2.37082312392642,0.0409936584337959,1.2471133133881,0.0549581147217131,0.0431769989257665,0.430488058483958,0.218477934877108,0.0773495449635938,0.134272869696578,0.0901916233797696,0.222801534757111,0.503589859620186,0.00870752039140048,0.264901085231303,0.0116737301059649,0.00917128680263475,0.0914405713156148,0.0464072040822079,0.0164299251583942,0.0285210882747395,0.0191577290175547
15,"heggarty2024",-0.0149922944917005,0.06154725201091,0.58134120165543,-0.0246424752235746,1.0149922944917,0.0403522958770003,0.114586313912555,0.0417403149675391,0.0152524917117916,0.0305649092307873,0.0195968929185033,0.106531530935237,0.187599278692048,0.295854226382388,0,0.516546494925563,0.020535955898958,0.0583148848904436,0.0212423419474025,0.00776224723612578,0.0155549917142847,0.00997318541571179,0.0542156715891217
16,"heggarty2024",0.109892637106396,-0.0798101821255102,0.141588987008748,-0.0309321915894465,0.890107362893604,0.00170542104307287,0.0184981543341061,0.0118189983700332,0.0125365838403281,0.00628227965027241,0.0363936097104828,0.00906053811166688,0.0853690368479271,0.125523049075238,0,0.789107914076834,0.00151190889776162,0.0163991902430793,0.0104779103499779,0.0111140722302655,0.00556943667374918,0.0322640690792694,0.00803244937382429
17,"heggarty2024",-0.154623353984638,-0.21769629565319,-0.0242858860329529,0.0107029530409817,1.15462335398464,0.04127410632858,0.090207217023679,0.0166870437450039,0.126272917400568,0.019589890962455,0.00777621665967673,0.0638996023643704,0.238862860868971,0,0.00699067292032519,0.754146466210704,0.0269583334914232,0.0589191736944676,0.0108992036479851,0.0824756177909609,0.012795208924022,0.00507906434955242,0.0417362589705597
18,"heggarty2024",0.0719736189370059,-0.0984227934055722,0.904652778978762,-0.00109166806665605,0.928026381062994,0.151365216112043,0.0310856335891479,0.0392185645084755,0.00812439025935271,0.149644906231653,0.0131428755720353,0.0417894876155008,0.191601874271317,0.399043993573329,0,0.409354132155355,0.0667674733654444,0.0137119297684289,0.0172993804554959,0.00358368338634868,0.0660086415342642,0.0057973464263524,0.0184334193349823
19,"heggarty2024",0.34960310615828,0.0838955415700075,0.381442813766172,0.114653007554708,0.65039689384172,0.00154786137364789,0.00508785770215245,0.0226448813363195,0.0187191261229554,0.00633926665429388,0.0328690898400436,0.0908553161396188,0.134432507043223,0.287977843776477,0.0865595698922594,0.491030079288041,0.00116858874977066,0.00384117943143524,0.0170962038461814,0.0141323768169694,0.00478595552555556,0.0248151735395742,0.0685930291337367
20,"heggarty2024",0.134983222542223,-0.0110344966455576,23.990548003065,0.259260112292233,0.865016777457777,0.25003569992765,0.00973480948222849,0.0779503796453263,0.116741128162558,0.15400081416488,0.013460855096316,0.190646105370032,0.0313402021966219,0.92529728863407,0.00999946641170177,0.0333630427576062,0.00964368780468118,0.000375464237754154,0.00300648717672484,0.00450261700345891,0.00593969490717749,0.000519174998492158,0.00735307606833318
21,"heggarty2024",0.223485962063405,-0.082652618665356,1.22872922619058,-0.00708921699071614,0.776514037936595,0.00166081378598873,0.006088645777479,0.00964883295465073,0.0225373062048035,0.00186514267146208,0.0381027936216686,0.0262764761486124,0.0502883587612196,0.581943583065193,0,0.367768058173588,0.000786584956897939,0.00288366896809805,0.00456982409333206,0.0106739877638644,0.000883358014135886,0.0180460232998058,0.0124449116650855
22,"heggarty2024",0.0760420808583419,0.0798995797230558,0.400460840445785,0.00939948419247059,0.923957919141658,0.0295357110019193,0.0727982465992347,0.111551008812584,0.0662693972059255,0.0625092628702312,0.0220410066368915,0.0521947693862202,0.238130576564288,0.22874096305235,0.00536893211328146,0.527759528270081,0.0168706307750196,0.0415819459827701,0.0637173041859659,0.0378527042017589,0.0357049367741236,0.012589698106695,0.029813356537955
23,"heggarty2024",0.246759137159212,0.295778383665358,0.0349211162008745,1.06072360341902,0.753240862840788,0.00299203798397498,0.0059325334230523,0.0302034929631462,0.284309732340785,0.00926110574312943,0.0716538920275596,0.147169307345047,0.229761846471687,0.014547993838489,0.441893104393191,0.313797055296633,0.00124647075726357,0.00247146910163868,0.0125826513391257,0.118442268870336,0.00385813868358734,0.0298507176495862,0.0613101300701503
24,"heggarty2024",0.66154431420701,0.794928515805584,0.31282860708465,1.32311714866789,0.33845568579299,0.0317570131444769,0.0287126813678897,0.0631132138493846,0.236265871875349,0.0743322727107094,0.0335119923985684,0.359642530479256,0.29529380191504,0.111655235714512,0.472248872918614,0.120802089451835,0.0113347587398742,0.0102481714700084,0.0225264589281841,0.0843283543067988,0.0265307815294008,0.0119611484556864,0.128364128485087
25,"heggarty2024",-0.0279285514013063,-0.279611383658519,4.37866188608829,0.480158056268053,1.02792855140131,0.317290293240395,0.177867937130411,0.0565735552046,0.0298393723002594,0.023022153654247,0.00914035029019306,0.129449630600797,0.112095164232341,0.660438452054138,0.0724227747363917,0.155043608977129,0.0478572485318554,0.0268280191813155,0.00853305237959447,0.004500705778371,0.00347245709258146,0.00137864922068248,0.0195250320479407
26,"heggarty2024",0.0241440893538227,-0.113629523874276,0.33916988469165,0.0233169018251728,0.975855910646177,0.0066539059211237,0.00216976552241595,0.0308954704693511,0.0282092670311247,0.0462496060216419,0.066652936525982,0.147966238917907,0.197222316411788,0.203444166395359,0.0139861699662909,0.585347347226561,0.00399121031817683,0.00130148977814649,0.018532020437911,0.0169207558654235,0.0277418867885071,0.0399804101760366,0.0887545430475868
27,"heggarty2024",0.186468549138336,0.0727735605713316,0.812638611969608,0.0822843197660575,0.813531450861664,0.192225271839766,0.0420976432448937,0.141416446895359,0.0060673967371394,0.0500190722606567,0.0877798909645451,0.0372925936347484,0.24583294072746,0.358724984689794,0.0363229619089192,0.359119112673827,0.0848544564361535,0.0185832622349794,0.0624257966582074,0.00267834529344101,0.0220800373826845,0.0387488849022422,0.0164621578197519
28,"heggarty2024",0.150665550697132,-0.0356002877379949,0.418936862046989,0.0923063062259703,0.849334449302868,0.0142087696815469,0.0378767822460854,0.0977201734075051,0.0392048972591426,0.0187173053861329,0.0829730270550552,0.138820833183887,0.239942981282962,0.234029943080671,0.0515649052377439,0.474462170398623,0.0079374193609294,0.0211590385000212,0.0545892440895463,0.0219009609925697,0.0104560145238518,0.0463510723406992,0.0775492314753444
29,"heggarty2024",0.0514468088392844,-0.104708444429591,0.176892261394508,0.0795716524981307,0.948553191160716,0.0317200272869256,0.0115705331945228,0.0586248509872228,0.0557921177593401,0.0157895721501576,0.0580537407918845,0.0414003043700113,0.184679979590761,0.119686103679019,0.0538385397740062,0.641795376956214,0.021461913848777,0.0078286750625722,0.0396658391843116,0.0377491990773075,0.0106832958915962,0.039279423444513,0.0280116330816829
30,"heggarty2024",0.299281458842176,0.224614696512293,0.302711294881311,1.08410654248542,0.700718541157824,0.0227984314835159,0.0485719389457807,0.0721770823782234,0.049629959774281,0.0125952154085771,0.191475605693606,0.202964695057327,0.223314327388621,0.112626313050471,0.403351063864002,0.260708295696906,0.00848235042676201,0.0180716031865304,0.0268540976582545,0.0184652488385412,0.00468615706625915,0.0712401283765508,0.0755147418357235
31,"heggarty2024",0.225222376248036,-0.00587532114956026,0.331021121723075,0.0136738642288698,0.774777623751964,0.00222736093936194,0.00184631459655162,0.0142387862952119,0.0116007830743837,0.011608601217448,0.0019416410312189,0.0337837562274518,0.064549145050497,0.276607027843312,0.0114261196499867,0.647417707456204,0.00186122168326954,0.00154281270741119,0.0118981783902888,0.00969381684817297,0.0097003498249964,0.00162246914030273,0.0282302964560554
32,"heggarty2024",0.182675257421166,0.0211663177523453,-0.0307017376350316,0.0267430859171196,0.817324742578834,0.0274203039209997,0.0187830021730977,0.0200477917241395,0.0139192553991822,0.00695738336680268,0.0500760458126462,0.038932148358503,0.17264779624477,0,0.0262134751755326,0.801138728579698,0.0268772817903769,0.0184110301523311,0.0196507722524484,0.0136436033223371,0.00681960177436353,0.049084357275251,0.0381611496776618
33,"heggarty2024",-0.188486120396522,-0.0186944242491669,1.08024175043072,0.605408436490953,1.18848612039652,0.114042139617825,0.0323412624866531,0.0412210685697053,0.0274063230832579,0.0291799339315151,0.0132100334344012,0.0865136723019597,0.106870419745419,0.33568201295084,0.188128928119721,0.36931863918402,0.0354382664555115,0.0100499541779073,0.0128093283452023,0.00851643597046757,0.00906758043372964,0.00410497984607572,0.0268838745165252
34,"heggarty2024",0.00553542681579766,0.0322940105596484,0.413156148880393,0.35841983039062,0.994464573184202,0.0170970755273418,0.0245760753083866,0.028134617581493,0.0494482567396568,0.135935058459611,0.0519448183997632,0.169326699893037,0.212469088831365,0.184238826186836,0.159830245809483,0.443461839172316,0.00762410322325137,0.0109592154912046,0.0125460771489822,0.0220504736608363,0.0606175550723508,0.0231637660346943,0.0755078982000459
