"model","tree","coordinate_method","coef_Intercept","se_Intercept","ci_lower_Intercept","ci_upper_Intercept","coef_longitude","se_longitude","ci_lower_longitude","ci_upper_longitude","coef_latitude","se_latitude","ci_lower_latitude","ci_upper_latitude","coef_log_n_speakers","se_log_n_speakers","ci_lower_log_n_speakers","ci_upper_log_n_speakers","coef_longitude_latitude","se_longitude_latitude","ci_lower_longitude_latitude","ci_upper_longitude_latitude","coef_latitude_log_n_speakers","se_latitude_log_n_speakers","ci_lower_latitude_log_n_speakers","ci_upper_latitude_log_n_speakers","coef_longitude_log_n_speakers","se_longitude_log_n_speakers","ci_lower_longitude_log_n_speakers","ci_upper_longitude_log_n_speakers","var_longitude_norm","prop_longitude_norm","prop_longitude_norm_q2_5","prop_longitude_norm_q97_5","var_latitude_norm","prop_latitude_norm","prop_latitude_norm_q2_5","prop_latitude_norm_q97_5","var_log_n_speakers_norm","prop_log_n_speakers_norm","prop_log_n_speakers_norm_q2_5","prop_log_n_speakers_norm_q97_5","var_longitude_norm_latitude_norm","prop_longitude_norm_latitude_norm","prop_longitude_norm_latitude_norm_q2_5","prop_longitude_norm_latitude_norm_q97_5","var_latitude_norm_log_n_speakers_norm","prop_latitude_norm_log_n_speakers_norm","prop_latitude_norm_log_n_speakers_norm_q2_5","prop_latitude_norm_log_n_speakers_norm_q97_5","var_longitude_norm_log_n_speakers_norm","prop_longitude_norm_log_n_speakers_norm","prop_longitude_norm_log_n_speakers_norm_q2_5","prop_longitude_norm_log_n_speakers_norm_q97_5","phylo_var_mean","phylo_prop_mean","phylo_prop_q2_5","phylo_prop_q97_5","residual_var_mean","residual_prop_mean","residual_prop_q2_5","residual_prop_q97_5","V_trace_norm"
"brms_phylo","heggarty2024","standard",-6.01825600164058,0.133147668647851,-6.29480875627402,-5.75983053796334,-0.106506217529457,0.14394036831242,-0.397533489546916,0.167139104470087,0.0178582151459056,0.126102644931115,-0.212026821613096,0.287933646184406,-0.00339036240930835,0.0733035408332701,-0.14836567910504,0.13991558907832,-0.293887953102884,0.123805289837366,-0.548359708770632,-0.0550034417906172,0.208306927598889,0.107684557945564,-0.00422121923480401,0.421205823127725,0.156363731145021,0.100624348743597,-0.0414570728703778,0.353058636657554,0.0143129469105392,0.0534310555958909,0.0108018704096207,0.137684361718968,0.0116876343636793,0.0421419813754165,0.00575746044507081,0.129779468224654,0.005261384193437,0.0200743764388636,0.00222935398943977,0.0819876563914164,0.0353575595907628,0.136736430250643,0.0150869345063716,0.297623742656139,0.0112872427046416,0.0437679754061128,0.00794446307419266,0.128588258551284,0.0118027886045124,0.0456262350809241,0.00569533160081642,0.139109718520517,0.0557993320177747,0.176267724376035,0.000256630891357747,0.577283259145939,0.11487590289709,0.481954221476113,0.154329314326561,0.780551316688943,7.15701504538082
