"model","tree","coordinate_method","n_divergent","max_rhat","min_bulk_ess","min_tail_ess","max_rhat_fixed","min_bulk_ess_fixed","min_tail_ess_fixed","coef_Intercept","se_Intercept","ci_lower_Intercept","ci_upper_Intercept","coef_log_n_speakers","se_log_n_speakers","ci_lower_log_n_speakers","ci_upper_log_n_speakers","coef_n_segments","se_n_segments","ci_lower_n_segments","ci_upper_n_segments","coef_delta","se_delta","ci_lower_delta","ci_upper_delta","coef_log_n_speakers_n_segments","se_log_n_speakers_n_segments","ci_lower_log_n_speakers_n_segments","ci_upper_log_n_speakers_n_segments","coef_log_n_speakers_delta","se_log_n_speakers_delta","ci_lower_log_n_speakers_delta","ci_upper_log_n_speakers_delta","coef_n_segments_delta","se_n_segments_delta","ci_lower_n_segments_delta","ci_upper_n_segments_delta","coef_log_n_speakers_n_segments_delta","se_log_n_speakers_n_segments_delta","ci_lower_log_n_speakers_n_segments_delta","ci_upper_log_n_speakers_n_segments_delta","coef_t2longitudelatitude_1","se_t2longitudelatitude_1","ci_lower_t2longitudelatitude_1","ci_upper_t2longitudelatitude_1","coef_t2longitudelatitude_2","se_t2longitudelatitude_2","ci_lower_t2longitudelatitude_2","ci_upper_t2longitudelatitude_2","coef_t2longitudelatitude_3","se_t2longitudelatitude_3","ci_lower_t2longitudelatitude_3","ci_upper_t2longitudelatitude_3","method","total_response_variance","total_SS","R2_full_mean","R2_full_q2_5","R2_full_q97_5","SS_log_n_speakers_norm","partial_R2_log_n_speakers_norm","partial_R2_log_n_speakers_norm_q2_5","partial_R2_log_n_speakers_norm_q97_5","SS_n_segments_norm","partial_R2_n_segments_norm","partial_R2_n_segments_norm_q2_5","partial_R2_n_segments_norm_q97_5","SS_delta_norm","partial_R2_delta_norm","partial_R2_delta_norm_q2_5","partial_R2_delta_norm_q97_5","SS_log_n_speakers_norm_n_segments_norm","partial_R2_log_n_speakers_norm_n_segments_norm","partial_R2_log_n_speakers_norm_n_segments_norm_q2_5","partial_R2_log_n_speakers_norm_n_segments_norm_q97_5","SS_log_n_speakers_norm_delta_norm","partial_R2_log_n_speakers_norm_delta_norm","partial_R2_log_n_speakers_norm_delta_norm_q2_5","partial_R2_log_n_speakers_norm_delta_norm_q97_5","SS_n_segments_norm_delta_norm","partial_R2_n_segments_norm_delta_norm","partial_R2_n_segments_norm_delta_norm_q2_5","partial_R2_n_segments_norm_delta_norm_q97_5","SS_log_n_speakers_norm_n_segments_norm_delta_norm","partial_R2_log_n_speakers_norm_n_segments_norm_delta_norm","partial_R2_log_n_speakers_norm_n_segments_norm_delta_norm_q2_5","partial_R2_log_n_speakers_norm_n_segments_norm_delta_norm_q97_5","linear_partial_SS_mean","linear_partial_R2_mean","linear_partial_R2_q2_5","linear_partial_R2_q97_5","spline_partial_SS_mean","spline_partial_R2_mean","spline_partial_R2_q2_5","spline_partial_R2_q97_5","phylo_partial_SS_mean","phylo_partial_R2_mean","phylo_partial_R2_q2_5","phylo_partial_R2_q97_5","residual_SS_mean","residual_prop_mean","residual_prop_q2_5","residual_prop_q97_5","V_trace_norm","n_obs"
"brms_phylo","long_v3_CCD0.0.25","standard",515,1.01266424103395,198.494399987107,54.7510830165246,1.01227558666515,418.565143128426,177.739509301274,1.94150809148996,0.218205354992794,1.47607774493717,2.32337623481098,0.0127892572720072,0.0460478925920767,-0.0714327580916418,0.108053820443537,0.0186103876117281,0.0459659240661357,-0.0747196505779617,0.109295730325112,-0.0966034141368286,0.0506906514235725,-0.195419314636534,-0.00387661376598323,-0.0311794037908338,0.0360109967024178,-0.105056038877399,0.0388433587834207,0.0182153549187476,0.0517662404050395,-0.086823177999577,0.122428045598054,0.0561664139874873,0.0518537446121053,-0.0492021976353983,0.157476208092976,0.0164179732801636,0.0442435212856392,-0.0684903459160811,0.104243130437619,-0.0233713745611303,0.145310144891477,-0.304253927903844,0.281118246375985,-0.154175297828256,0.134857378108448,-0.430067822026076,0.112047923791439,0.0185229339770074,0.144606124333902,-0.250743438952221,0.32588078533699,"ANOVA_Type_III",0.0939139246434672,3.28698736252135,0.943075326307774,0.710866048435922,0.999789541662586,0.0657283380136827,0.019996528968479,0.000883320992688486,0.0918185712454392,0.0760724130985088,0.0231435064113407,0.00156187449318049,0.10046250884999,0.314155884759074,0.0955756290216139,0.00111603456559343,0.314607843786868,0.080105291188521,0.024370428709855,0.00211284960889208,0.104305296032957,0.0814948727560623,0.0247931810402672,0.00097308570726481,0.118437445537796,0.170770774727816,0.0519535842075227,0.00150590860593178,0.200390716956216,0.0588031369006864,0.0178896753821348,0.000920823501415197,0.0796279717822241,0.826645580345944,0.251490343337325,0.0596597548395571,0.590004401351633,2.22335585416315,0.676411439701331,0.0636518273364777,3.01616984391424,2.79513314482594,0.850363216085466,0.399463606185739,1.57878518672164,0.187110683041997,0.0569246736922255,0.000210458337414278,0.289133951564078,4.57536807423231,36
