"sample_id","tree","Intercept","log_n_speakers_norm","n_segments_norm","delta_norm","log_n_speakers_norm.n_segments_norm","log_n_speakers_norm.delta_norm","n_segments_norm.delta_norm"
57,"heggarty2024",-5.84491467785058,-0.0296660594623998,0.134317756388992,-0.12855707887809,0.0230440479049556,0.107794124486372,-0.0526357677194167
58,"heggarty2024",-5.89445490719599,-0.0588954391888136,0.107551445133771,-0.159377916941546,0.0391272927352765,0.0577970658293643,-0.090984275745976
59,"heggarty2024",-5.79040375253385,0.0776761545915806,-0.0793726262065533,-0.00541329529045077,-0.0201168527265621,-0.172778416914983,0.10856222513368
60,"heggarty2024",-5.88908347797032,0.101292089043124,-0.140339620020662,0.12591326050616,0.0372820910094211,0.0281026626485331,0.0536559621825094
61,"heggarty2024",-5.93065461605838,0.0234943681226423,-0.0209525843644924,0.00991547082585452,0.0510541797617991,0.0508808486867661,-0.0765890790163043
62,"heggarty2024",-5.72867164422193,-0.0261523779587691,-0.0282112099064715,-0.122607214731336,0.0127040541995025,-0.0321974299587562,-0.00287814018881925
63,"heggarty2024",-5.96626085867959,-0.0323574973137266,0.0206616983887489,-0.267126763968267,0.0365959012453493,-0.21490713950243,-0.126845326347274
64,"heggarty2024",-5.75787099275684,0.0270051231169406,-0.0527578406576612,0.11860875710911,0.0376104664908476,0.197705166725725,0.20392183564861
65,"heggarty2024",-5.87541141533565,-0.0508447410994771,-0.102183242306252,-0.21205286833788,0.138064953345093,-0.223666005469466,-0.169748902460775
66,"heggarty2024",-6.06413713045535,0.0487063626565944,0.0578296885124004,0.0175044601350112,0.0764195569383323,0.199764138948054,0.00863672384167601
67,"heggarty2024",-5.8685556504355,0.0101466998513658,-0.0465334838488205,-0.0466217925603247,0.126647318608396,-0.126708095555778,0.0870065043752663
68,"heggarty2024",-5.91537808441183,0.0282847119580495,0.0113478497818163,-0.0430421100701985,-0.0282775622301093,0.264613817645787,0.100039184003465
69,"heggarty2024",-5.92525676371245,0.0393461126481807,0.049411466553496,-0.0469494565747347,-0.000789491021079528,0.310534785669173,-0.0392819590391139
70,"heggarty2024",-5.52340217857219,-0.028337907338378,0.0612861934554733,-0.046674688234772,0.0876528358179152,-0.0939949470869809,0.188784982015566
71,"heggarty2024",-5.44482582637583,0.0725761124984379,0.0329286624971236,-0.0118708553313687,0.0712750946857024,0.00424512142691025,0.194592784935812
72,"heggarty2024",-6.21741020284724,-0.181328343303306,-0.0852579550247641,-0.112711593519842,0.0609220944955902,-0.167205481321549,-0.082327606741165
73,"heggarty2024",-5.85488146346996,0.000264761177077345,0.00268524016327948,-0.215153113199687,-0.0329404931287847,-0.195596286731136,-0.137671736962286
74,"heggarty2024",-5.55803924677946,-0.0474521134306991,-0.0441531371161052,0.0110165147800056,0.0925122205656032,0.153019577407273,0.136227713545451
75,"heggarty2024",-6.21565964474819,0.0652659850775836,0.0973669768774523,-0.098573010552582,0.131091789092407,-0.0623227898993077,0.00880318587470206
76,"heggarty2024",-6.15855428616472,-0.0974616563398092,0.015945968981998,-0.224206692945202,0.154889960876523,-0.27788281051619,0.0371107738709319
77,"heggarty2024",-5.96885217119354,0.049120819937088,-0.0147483835887409,-0.184391138784278,0.0887636993849527,-0.169209652230415,0.0441614149537211
78,"heggarty2024",-5.68055893626256,-0.0919879324726373,-0.0600227249559933,-0.0314098141431186,0.0163873462157946,-0.00894216299615913,0.112775545249764
79,"heggarty2024",-5.60843584928882,-0.0435859860958651,-0.0556914557988559,-0.170772496907436,-0.0466569991673046,0.0633681105035601,-0.210447558823628
80,"heggarty2024",-6.14606749423102,0.0524915137842375,0.0507681962303034,0.0833413025525692,0.163590749213175,-0.086553071264641,0.297581903375152
81,"heggarty2024",-6.00051002352378,0.0680579603917688,0.05198953812009,0.130719552861892,0.15879210298817,-0.0832423085987055,0.345847728886403
82,"heggarty2024",-5.82954403465968,-0.0819420275829126,0.00426230045408362,-0.328794054009209,-0.0493230348319051,-0.0433365326414705,-0.223842980224932
83,"heggarty2024",-5.76400587137556,0.0280395412796926,-2.72625447569896e-05,0.195124667133655,0.139453202185107,0.00164379871107334,0.269889141504295
84,"heggarty2024",-5.79253032721036,-0.0442778078233627,0.00473824670789727,-0.174899297587108,-0.0397901289757598,-0.0892730932845554,-0.0825216465001358
85,"heggarty2024",-6.06096530887133,-0.0801618266272917,-0.101114099112934,-0.384802631067692,0.0724534834626957,-0.129617930715372,-0.206125167403565
86,"heggarty2024",-5.82927473450298,0.0363192065217804,0.0604852249506733,0.193715756500422,0.104649470058179,-0.0036114537548796,0.303431829191593
87,"heggarty2024",-5.79145215389227,-0.0497857190627314,-0.150494799071584,-0.318620164038571,0.0187022289992082,0.06550839268997,-0.280968770154782
88,"heggarty2024",-5.87391907656832,0.00714107620664302,0.0434808185162002,0.235887084172115,0.116371994856549,0.0115846889925873,0.278141814998027
89,"heggarty2024",-5.93915790885702,-0.0557929560467412,-0.210918424768689,-0.482076826654993,0.0311668073069689,-0.187437847509264,-0.340256332343702
90,"heggarty2024",-5.96566062291019,-0.0303299634976207,-0.254354944950055,-0.362499893284784,0.13883354296674,-0.197770413844599,-0.205084665155485
91,"heggarty2024",-5.85826904664544,0.0244146343450187,-0.0804413203816839,0.0577956933367651,-0.0452209466171133,0.00467905719756324,0.17733508005575
92,"heggarty2024",-5.88284139942121,-0.0336736474997725,0.0734384996951481,-0.0634560605938501,0.158765901879537,0.0882723456923021,-0.0329689373402126
93,"heggarty2024",-5.93232189781011,-0.0801178189710392,0.0594473736794551,-0.0623714179423415,-0.0338463091346184,-0.265621801226075,0.139201394806179
94,"heggarty2024",-5.89596751472583,0.000663740159878068,-0.0513399514746875,-0.00210593278202872,0.045057520618797,0.140962508892332,-0.00860471772744479
95,"heggarty2024",-5.85223162688159,0.0430154780023093,0.0300557392398118,-0.00517623557205532,0.0843858541850625,0.047934296346845,0.153615603672366
96,"heggarty2024",-5.80555911151191,0.129193183854921,0.120643696838029,0.252742794439283,0.0805404345134385,0.437143189319371,0.0945591139346079
97,"heggarty2024",-5.95642433401257,-0.0935048615644304,-0.209989235182691,-0.284658094185978,0.032891439289054,-0.313713889403089,-0.0801505758702694
98,"heggarty2024",-5.85546822839184,0.0696539785563769,0.0458389619730887,0.28308687271762,0.119165622223355,0.399452034508785,0.164674777902841
99,"heggarty2024",-5.88880239686862,-0.0652481329341612,-0.150727132813529,-0.357554446196605,-0.0373800393088423,-0.381547474224534,-0.0797966522692589
100,"heggarty2024",-5.80533952982682,-0.0320673031878285,-0.11873872828042,-0.27628558325022,0.0389001684245138,-0.186007357105718,-0.0721208637187706
101,"heggarty2024",-5.76926649780289,-0.0510713979870152,-0.0243199318356881,-0.0392255460360429,0.0930441576686485,0.140492804925476,0.00413470688026396
102,"heggarty2024",-5.90889877321199,-0.0511080233771756,-0.0361309134075885,-0.170319800588727,0.0436171024873061,0.0560946868577028,-0.110215294169085
103,"heggarty2024",-5.94059928116601,-0.0693301041887159,-0.00726258673522226,-0.170565182319363,-0.0326221590441706,0.012866764607446,-0.0817280872672634
104,"heggarty2024",-5.94016913536251,0.0341221570262768,-0.0828785761157548,-0.0303286884690296,0.120142646422824,-0.0750494669959538,0.100979069777453
105,"heggarty2024",-5.91297691675605,-0.112741544223648,-0.0643867363133397,-0.304376888820007,0.105240038901659,-0.174124987047567,-0.0984462457189761
106,"heggarty2024",-5.75389213002677,0.0897757368808019,0.0226196572836639,0.0948046160663549,0.00642478857992329,0.116875070300859,0.0964035921496035
107,"heggarty2024",-5.97255650827727,-0.199352162728081,0.0193409631945888,-0.102593855659205,0.0492762874392628,0.0167532127565894,0.0493531596437793
108,"heggarty2024",-5.77340089168306,0.101625419170771,-0.0334710825006547,0.22997072633724,-0.0308534349440979,0.578962734933307,0.0266572954916784
109,"heggarty2024",-5.71155691563771,-0.175575211838748,-0.00595972193494917,-0.40788384030768,0.0970107778116963,-0.370761449914764,-0.147930513424175
110,"heggarty2024",-5.99363436778484,0.131065654231683,-0.0195738530714664,0.261245220067243,0.0920826185252432,0.361190352314855,0.269224019703642
111,"heggarty2024",-5.92416445052847,-0.0193199390254424,0.0781431704363932,-0.0826950082404603,0.126543294190358,-0.147276276532282,0.0183000605642409
112,"heggarty2024",-5.79775783333214,0.00667619185735643,0.0961699115009892,0.0142347447737753,0.0963778809081136,0.195976602996513,0.0313209997917709
113,"heggarty2024",-5.78581030700173,-0.0188192527358955,-0.113070243996871,-0.0628617559256532,0.00187889572756013,-0.169605966243765,0.0936528955903213
114,"heggarty2024",-5.77749681594819,-0.0271157646991129,0.0157323792192151,-0.103008070398089,0.12971365704889,0.178222933078626,-0.085757177488587
115,"heggarty2024",-5.73285849496315,-0.05837185780413,-0.150483333729528,-0.10605394181827,0.0872139343659791,-0.343562057633826,0.0715730322307166
116,"heggarty2024",-5.74131793355198,0.054038197591923,0.0598625422355865,-0.0550099635905145,0.00657948838360346,0.344728338833946,-0.0192565222795201
117,"heggarty2024",-6.07689770204627,-0.0651437119968401,-0.11369677847327,-0.105051107001654,0.0662628263524663,-0.310255564009513,0.0551932051198474
118,"heggarty2024",-5.7976699828173,0.0753100439597648,0.00937062811063903,-0.0124106796478615,0.00737133420356266,0.266318598240363,0.0150085105108319
119,"heggarty2024",-5.82548123198537,-0.0707616313341552,-0.079849097592326,-0.125265442548341,0.0819806546650624,-0.0987378104169604,0.00412928279641777
120,"heggarty2024",-5.92400065986512,-0.00969557640040273,-0.0600954558219854,-0.0219413226386199,0.100463150983231,-0.0966566089899015,0.124340685957864
121,"heggarty2024",-5.94906427789122,0.00770118300968991,-0.165451774555311,-0.159579164280293,0.14593816203155,-0.0196495690229371,-0.0434241774319792
122,"heggarty2024",-5.81830769038003,0.000519768179790441,-0.053169942275779,-0.096967514346229,0.082496565619106,0.0256502056259109,-0.0557232599715655
123,"heggarty2024",-5.79574115090138,0.0590895092663726,-0.0358306623242367,-0.0433144629023876,-0.0178226751626668,0.00066096340288838,0.00856872603858829
124,"heggarty2024",-5.96505482016505,-0.0580168614281775,-0.0368283730000023,-0.171668772120055,0.0946252005088764,-0.136910803130914,-0.0907807931631981
125,"heggarty2024",-5.91097844262366,0.0412450387190909,-0.0802472931603739,-0.119379004355426,0.121461280293362,-0.143835812664655,0.125544112062501
126,"heggarty2024",-5.81945212195256,0.029308397165536,-0.118712897687657,-0.0413459210716129,0.0496292572824255,0.0639316459225969,0.00124827387051788
127,"heggarty2024",-5.7519549519606,0.0419662652823238,-0.0884496306888948,0.0563918059824429,0.0247675465235276,0.113577431764498,0.10203383695225
128,"heggarty2024",-6.03477708940761,-0.12799415987001,-0.114642136908142,-0.309919749657292,0.0440093968975487,-0.266675397165518,-0.181810925121457
129,"heggarty2024",-5.72488181725493,0.0401991078289829,0.0566569909748757,0.0822248217885263,0.0545979650306247,0.100867198538086,0.264620450022591
130,"heggarty2024",-5.92764429825635,-0.172374779508488,-0.0671397488440367,-0.289203672614537,0.0315014023497033,-0.296268060692721,-0.0260411535717022
131,"heggarty2024",-5.7499978273673,-0.00415358264989693,-0.0200254388212183,-0.0801917575719165,-0.000404416425288512,0.0499152341991742,-0.0433245916162762
132,"heggarty2024",-5.96531537056287,-0.154144631835414,-0.0886280437448451,-0.384600454901798,-0.000351625630628864,-0.280567016875879,-0.157537961467727
133,"heggarty2024",-5.86818845247063,0.00780942089628902,-0.0391302273200101,0.0793452101940003,0.0219478305350959,0.0836884081394519,0.0651560572155119
134,"heggarty2024",-5.88911691021761,-0.00926680924119936,0.0440176874658498,-0.0881864111282047,0.129847842268021,-0.00860868937318394,-0.035625660974615
135,"heggarty2024",-5.82381402565479,-0.0501648519814818,0.00356845418068065,-0.119712302046019,0.0639544588301432,0.0366418407240702,-0.105552324262698
136,"heggarty2024",-5.84453422600716,0.0128130768913311,-0.0756330152235632,-0.0907398189225041,0.0862372067820832,-0.0728156085171603,0.120325572555523
137,"heggarty2024",-5.85742114416413,-0.14780309939318,0.100124978651512,0.124035082278723,0.0342502838111415,-0.11351628798079,0.220401118621632
138,"heggarty2024",-5.8627940966627,0.0379975199196113,-0.116454395053599,-0.419810408442898,-0.0869864052628937,-0.0328629783708281,-0.0330340184734675
139,"heggarty2024",-5.89659383235222,-0.0788722034518211,0.0150978287188084,0.0712128032803186,0.201533471014221,-0.0738592464949236,0.0445170139920457
140,"heggarty2024",-5.72913265290135,0.0136314390656593,-0.134232097734889,-0.29528711417485,0.0205149350742308,0.127280163320422,-0.0989732939185842
141,"heggarty2024",-5.96351436732879,-0.0786892423382416,0.0885497681873112,0.147527753211405,0.0295895187835199,-0.34969940787962,0.135378047586809
142,"heggarty2024",-5.92223160447325,0.104325804517648,-0.0571445552864968,-0.11295754723627,-0.104239220703582,0.249898502334859,0.0120397986527496
143,"heggarty2024",-5.96626574876686,-0.196070307735513,0.0233285257748165,-0.174504918329539,0.11054116665895,-0.358780973479405,-0.0599370764255452
144,"heggarty2024",-5.83700350216721,0.22922407147638,-0.058799724448659,0.185518724507747,-0.0310446432084015,0.414880487738036,0.183669838980843
145,"heggarty2024",-5.86036541979479,-0.113386750888364,-0.038812738751045,-0.211551261388268,0.110073652921763,-0.377506290160814,-0.0964097804834512
146,"heggarty2024",-5.64043434866051,0.0242199799170784,0.0320074323877824,0.202455412718263,-0.011536774209716,0.319424784513604,0.317009914884901
147,"heggarty2024",-6.16567518597616,-0.056805610328169,-0.057380491332888,-0.221089954599637,0.163082700250152,-0.334011240646121,-0.179917412982426
148,"heggarty2024",-5.63777770248002,-0.0170171959783287,0.0122940057029529,0.0934152378417233,0.0787787626681744,0.278715066219386,0.158428821624186
149,"heggarty2024",-6.19486098493134,-0.130321611821698,-0.125906819992118,-0.237209099985465,-0.0530624472133741,-0.437552049123203,0.000569161838059974
150,"heggarty2024",-5.69507550486473,0.223097286834026,0.0196704418335964,0.300754691807356,0.165134072958577,0.550950067533747,0.0613030987102052
151,"heggarty2024",-5.68909572529637,0.192154101856935,0.017878749785784,0.291751105546588,0.106482612466712,0.468017951439007,0.14252652297887
152,"heggarty2024",-5.7771180496409,0.127651613549062,0.0821823201787675,0.117523717825949,0.0148407490376177,0.19036169422266,0.119348442417552
153,"heggarty2024",-5.81616892062418,-0.0260341513951094,-0.0636427575815822,-0.0329924916104278,0.161385650399769,0.053743414747055,-0.00821780362840193
154,"heggarty2024",-5.9100103483306,-0.00133403666276456,-0.0756752078709747,-0.0811873991543941,-0.050373418031357,0.0431905833284189,0.0387235263013491
155,"heggarty2024",-5.95029725288664,0.0323162333015916,0.0640741558898215,0.0592040674790042,0.159879231667628,0.0317092242178465,0.0744115087105449
156,"heggarty2024",-5.785341310875,0.072969548119196,0.0270007242251801,0.153235912961071,0.107963987224349,0.235615756595064,0.134492105740357
157,"heggarty2024",-5.76803224540373,-0.0606322691876948,-0.0467736531756896,-0.0608443243358609,0.0946692773557029,-0.229837264573276,0.089341168881079
158,"heggarty2024",-5.75544560411849,0.0167291586696598,-0.0901753228704416,-0.106140947234873,0.0685367655574579,-0.0228729657845172,-0.052694964787659
159,"heggarty2024",-5.93136177874325,-0.00621308930257956,0.0291857084089586,0.0736405633359584,0.0363527527631482,0.0545305924862198,0.1152489924209
160,"heggarty2024",-5.78419608692991,-0.00210861794064223,-0.0501943249444565,-0.0327046901830141,0.0215262151198317,-0.209584245226334,0.046046540829324
161,"heggarty2024",-5.86758542087862,0.00958159673939018,-0.0111408080843251,-0.0468519573690841,0.0952676201586395,0.204685640802848,0.0290137563703911
162,"heggarty2024",-5.73897685981783,-0.147424090852706,-0.033680022462984,-0.136876792472855,-0.0649049664771938,-0.315649061696158,0.0174506148717041
163,"heggarty2024",-5.85007907251927,0.000197386274477703,-0.00552379278837399,-0.10991261838994,0.0906804874138142,0.132978884286664,-0.0165154995731728
164,"heggarty2024",-5.92572326350882,-0.106382561100629,-0.099326165346131,-0.190321366484742,0.0312044821040109,-0.195450084434979,-0.0147135022718171
165,"heggarty2024",-5.93152541514755,-0.00943375536202576,-0.119329839003106,0.0294956798350538,0.113071881508906,-0.00455127402065645,0.105182617468139
166,"heggarty2024",-5.55060875733604,-0.057181532379489,-0.0337274565546078,-0.187059224948719,-0.015936120199143,-0.104474980940683,-0.00462037872417812
167,"heggarty2024",-5.75953185721622,-0.113783999104626,-0.051820687241693,-0.192803590291747,0.103665606886281,0.0925218421503178,-0.0276957304815909
168,"heggarty2024",-5.85134960582322,0.0368650132708153,0.0124774066973908,-0.0325547371682762,0.0629526618896832,0.0449796189107914,-0.00310443862634371
169,"heggarty2024",-5.96669677643319,-0.113961294314583,-0.0989860214843136,-0.366260825155468,0.0614303384880497,-0.211670139887415,-0.153439280763823
170,"heggarty2024",-5.78497458307101,-0.00678826040050777,0.0395936963887924,0.229802257048754,-0.0532111857547825,0.125755408286118,0.261741024337204
171,"heggarty2024",-5.95356852312469,-0.0499386455342857,-0.0132378156919077,-0.332432620048381,0.0684651933155878,-0.136607015935462,-0.202053518161781
172,"heggarty2024",-5.85928189642903,-0.0103145236898679,0.0023664360284078,0.207155707433914,0.0249816898979397,0.129488894753785,0.264396989979763
173,"heggarty2024",-6.01494197959863,-0.00644655722641079,-0.0728617808579451,-0.376838154901514,0.101914780001324,-0.139419205350995,-0.254833234442353
174,"heggarty2024",-5.85768394122041,-0.0735903016854031,0.00495884102160331,0.0873795758194737,-0.0096598155793084,0.0237143689547885,0.215501558161062
175,"heggarty2024",-5.95370811849572,-0.0125721633991516,-0.0833350767387582,-0.346582536734289,0.0913686243239764,-0.152386298016576,-0.265886488271691
176,"heggarty2024",-5.79366345722195,0.0769669491007603,-0.121382784580257,0.0730783187442236,0.037541306445877,0.0263994558148032,0.262655796037409
177,"heggarty2024",-5.87492434056375,-0.0258998759607402,0.0904108910138294,-0.196859322018743,0.0853005511378121,-0.040436500663241,-0.153264237563585
178,"heggarty2024",-5.80095552939775,-0.0940438200971961,-0.0927008548306744,-0.0215232897423437,-0.0153294954441865,-0.0552670987655345,0.169248336547334
179,"heggarty2024",-5.8128725066383,-0.281234293565401,-0.0100868288893094,-0.22221999970493,0.0724053648950416,-0.284448569978123,0.057631600845787
180,"heggarty2024",-5.95309752716155,0.0572033385040194,-0.099446300172138,0.00385925224560113,0.00924543511492421,0.0547298047663545,0.0533733380704913
181,"heggarty2024",-5.87144334428381,-0.0378890312070811,-0.0644620233377647,-0.202926719257132,0.121443043351831,-0.0651662465033019,-0.0783493573967416
182,"heggarty2024",-5.84835093590178,-0.0322036012947701,-0.052594799147827,-0.198732638465763,0.13119558979144,-0.0702894017788213,-0.0867577763804983
183,"heggarty2024",-5.7060332041301,0.00132604247393958,-0.116534568107691,-0.113392009501597,-0.0432482850238034,0.0771561501609073,0.0487847841619012
184,"heggarty2024",-5.96496239705912,-0.0652120851183347,0.047000010323983,0.00355565387083972,0.11921887016317,-0.106548821848839,0.0281875690967803
185,"heggarty2024",-5.87812102808526,0.0659817420381222,-0.000494380104367274,-0.22819267663511,-0.00892614887561026,-0.0794081346708956,-0.0511382052771086
186,"heggarty2024",-5.85103629842531,-0.20495240527079,-0.0102577747292181,0.0169212479375379,0.0222381413980832,-0.142197975952042,0.156607809612019
