"model","tree","interaction_level","coordinate_method","n_divergent","max_rhat","min_bulk_ess","min_tail_ess","max_rhat_fixed","min_bulk_ess_fixed","min_tail_ess_fixed","coef_Intercept","se_Intercept","ci_lower_Intercept","ci_upper_Intercept","coef_longitude_norm","se_longitude_norm","ci_lower_longitude_norm","ci_upper_longitude_norm","coef_latitude_norm","se_latitude_norm","ci_lower_latitude_norm","ci_upper_latitude_norm","coef_log_n_speakers_norm","se_log_n_speakers_norm","ci_lower_log_n_speakers_norm","ci_upper_log_n_speakers_norm","coef_n_segments_norm","se_n_segments_norm","ci_lower_n_segments_norm","ci_upper_n_segments_norm","coef_delta_norm","se_delta_norm","ci_lower_delta_norm","ci_upper_delta_norm","R2_full_mean","R2_full_q2_5","R2_full_q97_5","phylo_partial_R2_mean","phylo_partial_R2_q2_5","phylo_partial_R2_q97_5","residual_prop_mean","residual_prop_q2_5","residual_prop_q97_5","shapley_longitude_norm_mean","shapley_longitude_norm_q2_5","shapley_longitude_norm_q97_5","shapley_latitude_norm_mean","shapley_latitude_norm_q2_5","shapley_latitude_norm_q97_5","shapley_log_n_speakers_norm_mean","shapley_log_n_speakers_norm_q2_5","shapley_log_n_speakers_norm_q97_5","shapley_n_segments_norm_mean","shapley_n_segments_norm_q2_5","shapley_n_segments_norm_q97_5","shapley_delta_norm_mean","shapley_delta_norm_q2_5","shapley_delta_norm_q97_5"
"brms_phylo_linear","heggarty2024","main_only","standard",1,1.00052841965274,7672.68325097681,7000.36540863185,1.00052841965274,7711.66222446691,7000.36540863185,-5.83999337505067,0.10779148819192,-6.04816689956528,-5.61764115383458,0.119352061952434,0.121496914320978,-0.124210229996504,0.363698674016078,-0.0574029108487294,0.121735354353637,-0.293125493446226,0.18847109879586,-0.0241613242453704,0.0749363831886167,-0.171030380784177,0.1232703180749,-0.0167355499337319,0.0795116742879144,-0.173640182495272,0.137303765857274,-0.118093144642272,0.0785929781712653,-0.272752468884304,0.0374318726757882,0.137708013959202,-0.177572822342721,0.389067684379838,0.170476463546721,-0.0886186654750318,1.01795519877806,0.862291986040798,0.610932315620162,1.17757282234272,0.132363110431825,0.00488730765170156,0.484626643314641,0.0980751836437099,0.00538748324152379,0.360768585061812,0.0362712146253071,0.00192424930949162,0.16790489185748,0.0475813285399789,0.00347904881142182,0.198593847159625,0.102702662587364,0.00204296137799088,0.392426946198234
