"sample_id","tree","Intercept","log_n_speakers_norm","n_segments_norm","delta_norm","log_n_speakers_norm.n_segments_norm","log_n_speakers_norm.delta_norm","n_segments_norm.delta_norm","log_n_speakers_norm.n_segments_norm.delta_norm"
66,"long_v3_CCD0.0.25",1.70706072933506,-0.0898480016356496,0.0218027650089729,-0.110340084705989,-0.0637625552832731,-0.00285072445517472,-0.019114636546368,0.0510217394331072
67,"long_v3_CCD0.0.25",2.0177511613174,0.0412693505089937,0.130505731827595,-0.0527444679033856,-0.0214309859803339,0.0750715993827591,0.046351079155028,0.0506327222530877
68,"long_v3_CCD0.0.25",1.97893310618592,0.130035945826831,-0.124925314509613,-0.0936443561026632,-0.0867960296114087,-0.0643993309373102,0.26122182693703,-0.0597388267753268
69,"long_v3_CCD0.0.25",2.0144184304708,0.124028336448043,-0.09068654043162,-0.0719635285833779,-0.0751460487774202,-0.0490414382488887,0.251835981067899,-0.0618666242763263
70,"long_v3_CCD0.0.25",1.89384381078973,0.0654125127080376,-0.0471764071749819,-0.0242057273121597,-0.0567295130696076,-0.0141369275063735,0.103286426893096,-0.00657881990989785
71,"long_v3_CCD0.0.25",1.90349263933365,0.00926047693486106,0.0263386272599656,-0.0994217587303555,-0.0287172704834029,0.01243718512036,-0.0221183607319575,0.0434821368658096
72,"long_v3_CCD0.0.25",1.79852022299765,-0.0556115639646081,0.0466036700574314,-0.0753779566452653,-0.00383380960775494,0.0474363850032869,-0.145405625457711,0.00566806198826803
73,"long_v3_CCD0.0.25",1.9344753435756,0.0387690130414621,0.0335072712574385,-0.106507685367053,-0.0211152420514268,0.0620173968580043,0.109723770806539,-0.0196167369178858
74,"long_v3_CCD0.0.25",1.99604223699017,-0.00257716911914946,0.0073118182650326,-0.0892838289165404,-0.0373061826743059,-0.0145066793134972,0.0022118845984133,0.0399826006043709
75,"long_v3_CCD0.0.25",1.98083053994277,0.0413794873429708,-0.0378417987325099,-0.126054648560219,-0.0035134116696174,-0.00104766350169632,0.0981590384250586,0.024670486089928
76,"long_v3_CCD0.0.25",2.05209807863534,0.0634830295077352,0.00278333490097056,-0.156697438201816,-0.00110283356295315,-0.00757154698578846,0.0786994430068144,0.0246074460118621
77,"long_v3_CCD0.0.25",2.00177497204313,-0.000171354507416245,-0.00180130207801214,-0.121853420279353,-0.0283056158819891,0.0309048507017843,0.0901079949981635,-0.0637829003095224
78,"long_v3_CCD0.0.25",2.20021459046409,0.0586241798144795,-0.0714903236894729,-0.145597459689994,-0.0302865876550924,-0.0052860859037846,0.115170908691947,-0.0814468998369089
79,"long_v3_CCD0.0.25",1.90366212646243,-0.0238964165404182,0.0525260844466114,-0.102680729107281,-0.0289128468326261,0.04638488597689,-0.00450623451995243,0.0683833708302867
80,"long_v3_CCD0.0.25",1.90499100464848,0.041095986449183,0.0293940876204153,-0.0931586718767104,-0.0603234301399394,-0.0472238332995013,0.0715202387851217,0.0415286860584559
81,"long_v3_CCD0.0.25",2.0191832876979,-0.00220799942463314,0.0610546520410451,-0.131857938069861,-0.0814452742159373,-0.0371552690687845,0.0318757592610675,0.0891830340896772
82,"long_v3_CCD0.0.25",2.02015217828598,-0.0342718852111243,0.121968021052626,-0.0609469804012549,-0.0697356741071367,-0.0375380613789214,0.0210089815533756,0.047168624729441
83,"long_v3_CCD0.0.25",1.82083100309406,0.00597729910180313,-0.00738179403142103,-0.10007372760157,-0.0211275072108089,0.00603316388538714,0.0262222011027366,-0.0138114957073534
84,"long_v3_CCD0.0.25",1.99597505885899,0.0263761475175971,-0.000851737388279012,-0.162414529593073,-0.00319031521640223,-0.00624320524220506,0.0929784726592072,0.00505438423073573
85,"long_v3_CCD0.0.25",1.95190204953987,-0.037847910458855,0.0252269268625483,-0.0722018495259071,-0.0843922563414482,0.0603023664815565,0.005715630747694,-0.0357300605358577
86,"long_v3_CCD0.0.25",2.10943751615249,-0.0574765663248559,0.0173775910978398,-0.0957227907011544,-0.0858572874186676,0.000482605809640377,0.0237981447790319,0.00535245146252743
87,"long_v3_CCD0.0.25",2.25856830265051,-0.0167674293799918,-0.0326609070250939,-0.145073795718567,-0.0507723049656981,-0.0273786022191917,0.0218387990876978,0.0530955504307585
88,"long_v3_CCD0.0.25",1.86338908456124,-0.0607420289692263,0.102107525037778,-0.0689755859268474,-0.0432179828406824,0.0233217841329859,-0.00665992751338419,0.0440735892807378
89,"long_v3_CCD0.0.25",2.13057067204427,0.0869118394143175,-0.0731019890729087,-0.149229332088338,-0.0286938770014408,-0.00883993495429688,0.111060857695926,0.00783820266576341
90,"long_v3_CCD0.0.25",1.82861316192138,0.0538089785835986,0.0696015694168842,-0.0543453085868493,0.032766846184875,0.0814531870991199,0.10106090361719,0.0371298517660695
91,"long_v3_CCD0.0.25",2.15021492770344,-0.0465664636447795,0.0696381429250736,-0.140466611685728,-0.103094235303293,-0.0300547406905266,-0.0287155394657366,0.0394046969402862
92,"long_v3_CCD0.0.25",1.78291242019944,-0.0116493018099632,0.00373332988777986,-0.0453843633588831,-0.00744780606227783,0.0257921146485411,0.0983792329073195,0.0296282138708647
93,"long_v3_CCD0.0.25",2.08623526579021,0.110715458403531,-0.0108904815295773,-0.131889803096269,-0.00936653997588259,-0.0177234774923505,0.0636848460188005,0.00628110794192109
94,"long_v3_CCD0.0.25",1.88218959447512,-0.0880836402873686,0.0977099288682778,-0.0461026593201317,-0.0501964218530127,0.0471895923395428,0.0446103389786352,0.0594546752315601
95,"long_v3_CCD0.0.25",2.174401116478,0.118522511155396,-0.0691216741097691,-0.0564575447601072,-0.0124225685098009,-0.0189830699377696,0.15060185855964,0.0217638536993639
96,"long_v3_CCD0.0.25",2.07347690875982,0.0479015252608922,-0.0413692961512161,-0.0664985788757541,0.0269789657662732,0.00223639181155594,0.141126354721238,0.00287619569435619
97,"long_v3_CCD0.0.25",1.90734688336122,0.00698032566116805,0.0508830682379132,0.0237149930152501,0.0280830467319436,-0.0366933658736886,0.103861545615272,0.00986349783689997
98,"long_v3_CCD0.0.25",1.96351924942501,-4.14954221594301e-05,0.0389549127677711,-0.0361793811117454,0.00455437387769576,-0.0699000743294247,0.114157817475326,0.0214021536564821
99,"long_v3_CCD0.0.25",1.93806982217726,0.015881864879603,-0.0296339776412086,-0.0965850800782941,-0.0183305328656658,0.0587215927740979,-0.00559557133688819,-0.00616888189211644
100,"long_v3_CCD0.0.25",2.10881690626696,-0.0405276712916261,-0.01124564898651,-0.18251106587049,-0.0829442494319499,0.0434229520496031,0.062596870195516,0.00269522785251642
101,"long_v3_CCD0.0.25",1.98329047564451,-0.00399240620840438,0.0595915550813817,-0.0976991545428157,0.00663589674689737,0.0470109364256643,0.120476102632357,0.0274666477985187
102,"long_v3_CCD0.0.25",2.04653487690959,-0.0269729397337589,-0.00849451134425969,-0.0705405998696013,-0.0395787701232054,0.0928027237427109,0.0461722971167329,-0.0608145364461283
103,"long_v3_CCD0.0.25",1.98286845972347,0.00751326452611313,-0.0128372509278093,-0.0922588609537572,-0.00875053800506881,0.0377963804591522,0.0603895609167838,0.00910392516520454
104,"long_v3_CCD0.0.25",2.14278813993865,-0.0101185046480053,-0.0276264351327032,-0.0888801644044868,0.00480055533787946,-0.0368862143683368,0.100803664868267,-0.00595448000800694
105,"long_v3_CCD0.0.25",2.03486909499771,0.0584884819093092,0.0573382479064166,-0.104001909912695,-0.0190535508433035,-0.0284173009686173,0.0776236394067241,0.0660186816681067
106,"long_v3_CCD0.0.25",1.97048858270205,0.0296781150928901,0.0917792180036143,-0.0986971644162615,-0.0228315549655503,-0.0182430584597112,0.0383859495068139,0.0806465562880488
107,"long_v3_CCD0.0.25",1.89497170786231,0.0270209521465447,0.0834197538741635,-0.091201558161522,-0.0122201289257641,0.0204137486666278,0.0131716586097112,0.0356139074943252
108,"long_v3_CCD0.0.25",2.0002011461758,-0.0418187555614026,0.0346467325092205,-0.162543672526247,-0.0812026234266701,0.0712548649105367,0.0762788226410585,-0.00434041424692098
109,"long_v3_CCD0.0.25",2.07223336056185,0.0183106891064744,-0.0122290631983487,-0.166463690843926,-0.0674710541399494,0.0935785414366942,0.133572208354158,-0.0106924195010076
110,"long_v3_CCD0.0.25",2.00835901186202,0.0180783243947693,0.0281273034793401,-0.14026584747385,0.0105155214491998,0.0348370715328839,0.0869304474197699,-0.00522256925591017
111,"long_v3_CCD0.0.25",2.02731596412677,-0.061967457947335,0.0449933062088401,-0.0946891650109584,-0.0331874950623145,-0.00590135907451866,-0.0923514442997754,0.083763267969601
112,"long_v3_CCD0.0.25",1.9846959747232,0.0478981188123357,0.0160490482603555,-0.117540210613939,-0.0127696602091329,-0.0479475382267644,0.181102791711586,-0.0212097903611005
113,"long_v3_CCD0.0.25",1.85248410562818,-0.00614860918348306,0.0250260488028245,-0.0503411012858463,-0.0307907977805224,-0.00305588387117528,-0.0856130397562099,0.0684479057742049
114,"long_v3_CCD0.0.25",1.9371697670769,0.0351610955251532,-0.0431961773830562,-0.0540323900845544,-0.0578723741673439,-0.0562522251409272,0.118186141976183,0.0413932084311052
115,"long_v3_CCD0.0.25",2.0326085140014,0.0613504065276263,-0.00657631253859397,-0.050048502155905,-0.00798939680909802,-0.0372912229077573,0.141218170662899,0.0561945697667659
116,"long_v3_CCD0.0.25",2.05068781383528,0.0701979127293828,-0.029519702535984,-0.192995480142908,-0.0214172260111406,-0.0382930502099165,0.0926947808774867,0.0400157092232344
117,"long_v3_CCD0.0.25",1.98261753011531,0.0213627477359267,0.0148833672166984,-0.0943116463158993,-0.0450036192118825,-0.0274652360303682,0.105965396245111,0.0273549345710862
118,"long_v3_CCD0.0.25",1.9559121418482,0.0337983790287515,0.0145710791216586,-0.102164593803009,-0.0120256900032137,0.0260023435544119,0.0702196775191452,0.018840483699428
119,"long_v3_CCD0.0.25",1.99512102502439,0.0258055012890325,0.0339937709984773,-0.157286523350959,-0.025967649376466,0.0693358465055316,0.0541346128626846,0.0205850914816182
120,"long_v3_CCD0.0.25",1.88246088264405,0.00100325486813003,0.0942453968235014,-0.119674261541976,-0.00488162979253304,0.0621738688554759,-0.00764015051102604,0.0116383448077668
121,"long_v3_CCD0.0.25",2.01119376264465,0.0123432763374328,0.058399555368078,-0.0964052125809257,-0.102522833523665,0.0122509263829559,0.121247119381196,-0.0272995378534749
122,"long_v3_CCD0.0.25",1.83396515012803,0.0239946059731365,-0.0904586729309056,-0.0932091881122818,-0.0378793114884793,-0.0872230086741092,0.152989037511276,0.00381994380057401
123,"long_v3_CCD0.0.25",1.84062221571561,0.0438889022618194,0.020150131665736,-0.0749169313287843,-0.0457008976797557,0.0573453080804396,-0.0152464084476303,0.00816303668168322
124,"long_v3_CCD0.0.25",1.83938150031423,0.0363723148032378,-0.00734727907698472,-0.0722350007131007,-0.0933547249698156,-0.00730574662742705,-0.00332567656150404,-0.00322011739564246
125,"long_v3_CCD0.0.25",1.94206201803055,0.0478962179458225,-0.0470570842164145,-0.132103394417808,-0.105124371590679,-0.0063021003410403,0.0562068708869113,0.0270931229658333
126,"long_v3_CCD0.0.25",2.09187238871504,-0.0115645206605166,-0.0573716097295583,-0.0852192651803403,-0.122938398287978,0.0227374001220543,0.07032265066176,-0.0455640450841019
127,"long_v3_CCD0.0.25",1.90281485587485,0.105265906296741,0.0425178629450073,-0.146543018949617,0.0259036213266231,0.0499681115050462,0.0653953543945054,0.0883709574890802
128,"long_v3_CCD0.0.25",2.06723066169015,0.0155950006398139,0.089987042890483,-0.0440790445144156,-0.0349126059358122,0.116638249813925,0.0665781595090096,-0.0106943856095179
129,"long_v3_CCD0.0.25",1.9212659792326,0.0127872302688867,-0.00112519716860908,-0.118673162188161,-0.0416322394659424,-0.0184994204177826,0.0559381923260029,0.0453853556981958
130,"long_v3_CCD0.0.25",1.91899704562902,0.0520707308204414,-0.0448115824609391,-0.149191658253799,-0.0311485371406788,-0.0472830439551232,0.0880257366777479,0.0290891392900926
131,"long_v3_CCD0.0.25",1.90272826303321,0.014017531813957,0.00818149654938619,-0.138288908128998,-0.0992972772924026,0.00235223735892891,0.0908606295563537,0.0287419810154553
132,"long_v3_CCD0.0.25",2.0652933624391,0.0237944130442189,0.0523269562299811,-0.103828343486925,-0.0674345444791284,-0.0224953212148939,0.0676048148765926,0.0699618932995502
133,"long_v3_CCD0.0.25",2.07792884670201,0.0544370084126476,0.0228364387584011,-0.0973843433420372,-0.0273234447322171,0.00690386875932532,0.130388392175425,0.0216800007978743
134,"long_v3_CCD0.0.25",2.03954726167607,0.0399579266349551,-0.0311341730280828,-0.127186325219819,-0.0315594514009081,0.0308353142361337,0.110252911675087,0.0080573576370589
135,"long_v3_CCD0.0.25",1.87398888798938,-0.0659200768493083,0.0982150320732006,-0.0741521648709342,-0.019382849294617,0.0852030034927448,-0.110290382422531,-0.0044448868807461
136,"long_v3_CCD0.0.25",1.88196509738246,0.035689689236098,0.00464737209750719,-0.12364152314532,-0.0348514386236832,-0.0413107403293098,0.123730559928812,0.0450098524311074
137,"long_v3_CCD0.0.25",2.0419561847371,0.0313829398433488,0.084615126695659,-0.0523199063848855,-0.0329887539733142,0.0190148319163255,0.0274456570151778,0.0507709113013084
138,"long_v3_CCD0.0.25",1.98439445763154,0.0651909443272322,-0.0148637967909886,-0.144733398422002,-0.0678996047339405,0.0251503046079625,0.0288811759940202,-0.00876198147505267
139,"long_v3_CCD0.0.25",2.01110876535249,0.00409885231564799,0.0194787217937442,-0.134377608965928,0.031749467640886,-0.0242069852792581,0.143734498324474,0.0198918776615617
140,"long_v3_CCD0.0.25",1.93853396244705,0.0418343009430348,0.0658147262879282,-0.0456621380384362,-0.0263441114599689,-0.00547628243197515,0.00327844827330756,0.0174179871005427
141,"long_v3_CCD0.0.25",2.03095486564703,-0.0205494452554625,0.0415498456459033,-0.140639758636508,-0.0467438449615069,-0.038922945812608,0.0713308310601018,0.0525246412095477
142,"long_v3_CCD0.0.25",2.07034878351463,-0.0111422426542474,0.0394426502186756,-0.172064734566934,0.00624713406775274,0.0995366382822365,-0.00244670928743497,0.0712127441363642
143,"long_v3_CCD0.0.25",1.97208764991555,0.0146144213864537,-0.00576698638458152,-0.166275589816199,-0.0682675851432351,0.0641261406548595,-0.00975989227138727,0.0400976372613625
144,"long_v3_CCD0.0.25",1.9763809775112,0.0444461097596295,0.0181241735245856,-0.0682524611783589,-0.011728603471445,-0.0112103843023967,0.0546872938872805,0.00510653631185312
145,"long_v3_CCD0.0.25",1.86879174024019,-0.0708434996238895,0.0787898902332252,-0.130570145402916,-0.0433323631770865,0.0143698807171482,-0.010430419570281,0.0354197718727398
146,"long_v3_CCD0.0.25",2.14340716860054,0.108043242518934,-0.0633097194180225,-0.0788858038735451,-0.0266017722769862,0.0417886793573237,0.149924568018153,-0.033572324702533
147,"long_v3_CCD0.0.25",2.07927176194813,0.0516490875772893,0.0650593328559221,0.0118515810630699,-0.00289503418009745,0.0882485798512997,0.0761870261257372,0.0371890600150409
148,"long_v3_CCD0.0.25",1.96833864133698,-0.0601857212768732,0.12119566072974,-0.180550653084842,-0.0703538857863255,0.0359760003718796,-0.0671477744459353,0.062415066380751
149,"long_v3_CCD0.0.25",2.04282336544346,-0.0453429459531547,0.113895791634524,-0.184193726516993,-0.117260730312899,0.0177205870907029,-0.0480323613379036,0.0996206059436717
150,"long_v3_CCD0.0.25",1.97781546251324,-0.0450392431685773,0.0999372039191001,-0.212796008409549,-0.131923475204746,0.0124953503804767,0.0216827258798431,0.144980081073614
151,"long_v3_CCD0.0.25",2.01843607014307,0.0817587249816322,-0.0676549264893335,-0.0675792161058888,0.0529886207005246,0.0019497768164721,0.106750280592541,-0.0551789020772519
