"model","tree","interaction_level","coordinate_method","n_divergent","max_rhat","min_bulk_ess","min_tail_ess","max_rhat_fixed","min_bulk_ess_fixed","min_tail_ess_fixed","coef_Intercept","se_Intercept","ci_lower_Intercept","ci_upper_Intercept","coef_longitude_norm","se_longitude_norm","ci_lower_longitude_norm","ci_upper_longitude_norm","coef_latitude_norm","se_latitude_norm","ci_lower_latitude_norm","ci_upper_latitude_norm","coef_log_n_speakers_norm","se_log_n_speakers_norm","ci_lower_log_n_speakers_norm","ci_upper_log_n_speakers_norm","coef_n_segments_norm","se_n_segments_norm","ci_lower_n_segments_norm","ci_upper_n_segments_norm","coef_delta_norm","se_delta_norm","ci_lower_delta_norm","ci_upper_delta_norm","coef_longitude_norm_latitude_norm","se_longitude_norm_latitude_norm","ci_lower_longitude_norm_latitude_norm","ci_upper_longitude_norm_latitude_norm","coef_longitude_norm_log_n_speakers_norm","se_longitude_norm_log_n_speakers_norm","ci_lower_longitude_norm_log_n_speakers_norm","ci_upper_longitude_norm_log_n_speakers_norm","coef_longitude_norm_n_segments_norm","se_longitude_norm_n_segments_norm","ci_lower_longitude_norm_n_segments_norm","ci_upper_longitude_norm_n_segments_norm","coef_longitude_norm_delta_norm","se_longitude_norm_delta_norm","ci_lower_longitude_norm_delta_norm","ci_upper_longitude_norm_delta_norm","coef_latitude_norm_log_n_speakers_norm","se_latitude_norm_log_n_speakers_norm","ci_lower_latitude_norm_log_n_speakers_norm","ci_upper_latitude_norm_log_n_speakers_norm","coef_latitude_norm_n_segments_norm","se_latitude_norm_n_segments_norm","ci_lower_latitude_norm_n_segments_norm","ci_upper_latitude_norm_n_segments_norm","coef_latitude_norm_delta_norm","se_latitude_norm_delta_norm","ci_lower_latitude_norm_delta_norm","ci_upper_latitude_norm_delta_norm","coef_log_n_speakers_norm_n_segments_norm","se_log_n_speakers_norm_n_segments_norm","ci_lower_log_n_speakers_norm_n_segments_norm","ci_upper_log_n_speakers_norm_n_segments_norm","coef_log_n_speakers_norm_delta_norm","se_log_n_speakers_norm_delta_norm","ci_lower_log_n_speakers_norm_delta_norm","ci_upper_log_n_speakers_norm_delta_norm","coef_n_segments_norm_delta_norm","se_n_segments_norm_delta_norm","ci_lower_n_segments_norm_delta_norm","ci_upper_n_segments_norm_delta_norm","R2_full_mean","R2_full_q2_5","R2_full_q97_5","phylo_partial_R2_mean","phylo_partial_R2_q2_5","phylo_partial_R2_q97_5","residual_prop_mean","residual_prop_q2_5","residual_prop_q97_5","shapley_longitude_norm_mean","shapley_longitude_norm_q2_5","shapley_longitude_norm_q97_5","shapley_latitude_norm_mean","shapley_latitude_norm_q2_5","shapley_latitude_norm_q97_5","shapley_log_n_speakers_norm_mean","shapley_log_n_speakers_norm_q2_5","shapley_log_n_speakers_norm_q97_5","shapley_n_segments_norm_mean","shapley_n_segments_norm_q2_5","shapley_n_segments_norm_q97_5","shapley_delta_norm_mean","shapley_delta_norm_q2_5","shapley_delta_norm_q97_5","shapley_longitude_norm_latitude_norm_mean","shapley_longitude_norm_latitude_norm_q2_5","shapley_longitude_norm_latitude_norm_q97_5","shapley_longitude_norm_log_n_speakers_norm_mean","shapley_longitude_norm_log_n_speakers_norm_q2_5","shapley_longitude_norm_log_n_speakers_norm_q97_5","shapley_longitude_norm_n_segments_norm_mean","shapley_longitude_norm_n_segments_norm_q2_5","shapley_longitude_norm_n_segments_norm_q97_5","shapley_longitude_norm_delta_norm_mean","shapley_longitude_norm_delta_norm_q2_5","shapley_longitude_norm_delta_norm_q97_5","shapley_latitude_norm_log_n_speakers_norm_mean","shapley_latitude_norm_log_n_speakers_norm_q2_5","shapley_latitude_norm_log_n_speakers_norm_q97_5","shapley_latitude_norm_n_segments_norm_mean","shapley_latitude_norm_n_segments_norm_q2_5","shapley_latitude_norm_n_segments_norm_q97_5","shapley_latitude_norm_delta_norm_mean","shapley_latitude_norm_delta_norm_q2_5","shapley_latitude_norm_delta_norm_q97_5","shapley_log_n_speakers_norm_n_segments_norm_mean","shapley_log_n_speakers_norm_n_segments_norm_q2_5","shapley_log_n_speakers_norm_n_segments_norm_q97_5","shapley_log_n_speakers_norm_delta_norm_mean","shapley_log_n_speakers_norm_delta_norm_q2_5","shapley_log_n_speakers_norm_delta_norm_q97_5","shapley_n_segments_norm_delta_norm_mean","shapley_n_segments_norm_delta_norm_q2_5","shapley_n_segments_norm_delta_norm_q97_5"
"brms_phylo_linear","heggarty2024","secondorder","standard",142,1.00732868332789,648.498096492981,190.163400250413,1.00434485776647,940.066911361043,211.505563567787,-5.9160069098084,0.253653567950545,-6.39187117160386,-5.28858985635804,-0.157296654389283,0.200029574992124,-0.559801770295036,0.223628871641646,0.0139178679596573,0.232294675156191,-0.406372537671552,0.51460444784312,0.0838969314068864,0.132584587251921,-0.171671177227239,0.344723607768876,0.127489591124248,0.145034233719729,-0.157329012115866,0.417245450813238,0.149015883459369,0.270934101540833,-0.383840443579431,0.672978241292779,-0.265592977015623,0.177892366526319,-0.638059584561011,0.0738489607560165,0.054994615428207,0.185685532963706,-0.310829700264762,0.425382973161537,0.116107129425449,0.216527573766148,-0.306370171090783,0.552832871797319,-0.312066270840232,0.321078040535082,-0.95168664722703,0.304175597463831,0.0885474432568176,0.165612967155325,-0.235806326718668,0.421926941809754,0.335455994706098,0.229164223724279,-0.113232053500122,0.785496018153943,-0.301458752933805,0.362525780055726,-1.00597968823605,0.440142668669186,0.230289937778677,0.180287696289438,-0.132453471810338,0.584624400159014,0.045714799627022,0.313012675910978,-0.570466236686722,0.683120446659959,0.362451477658761,0.256244103738802,-0.136430242149261,0.867941770168679,0.240023314484518,-0.465507254726069,0.911350285982134,0.810357913270431,-0.0494478500027559,4.71087877095031,0.759976685515482,0.0886497140178654,1.46550725472607,0.112119294331673,0.0167030251310102,0.462980596341318,0.108678223366985,0.0117108151309273,0.5035302945518,0.0460983872190349,0.00680014153657848,0.183958174796552,0.063603030446267,0.00778238330443201,0.280557262904975,0.079650248146358,0.0119813977294863,0.304505015630336,0.198230075253106,0.0172636898768962,0.64288054841358,0.073992439451732,0.0118776838682564,0.259658739089368,0.0578722414746268,0.0113726620309514,0.207709684346072,0.067918646890902,0.00953594896449838,0.261548986070121,0.0597227406605385,0.010936981611,0.215599366686917,0.0759755131001209,0.0173274336877254,0.218128594575696,0.0671761950376735,0.0111657215340762,0.220834591757756,0.0994175461419491,0.0126399591380474,0.330392172309926,0.0508993683182968,0.0095398268613147,0.182234121632169,0.0925052423507742,0.0120912166692711,0.32626792356962
