"sample_id","tree","R2_full","partial_R2_linear","partial_R2_spline","partial_R2_phylo","prop_residual","shapley_log_n_speakers","shapley_n_segments","shapley_delta","shapley_log_n_speakers_n_segments","shapley_log_n_speakers_delta","shapley_n_segments_delta","prop_linear_norm","prop_spline_norm","prop_phylo_norm","prop_residual_norm","shapley_norm_log_n_speakers","shapley_norm_n_segments","shapley_norm_delta","shapley_norm_log_n_speakers_n_segments","shapley_norm_log_n_speakers_delta","shapley_norm_n_segments_delta"
11,"heggarty2024",0.491029444752922,0.327524947093296,0.341043911293961,0.775044852258831,0.508970555247078,0.175160344892833,0.0444524540487709,0.164709826591528,0.123830434998997,0.0863946277113048,0.0395587397595448,0.280681675924115,0.150960110729637,0.343066839321403,0.225291374024845,0.0775331978809958,0.0196764908071396,0.072907367166231,0.0548124612699361,0.0382418279108427,0.01751033088897
12,"heggarty2024",0.0848398052409548,0.0590408731207618,0.308045899391496,-0.065496828752426,0.915160194759045,0.0205476151425783,0.160720907729356,0.0401363752424704,0.0844441806063899,0.0492073407184074,0.0227845040113224,0.235996144583351,0.192402781433026,0,0.571601073983623,0.0128338611650306,0.100384876872743,0.0250688298352468,0.0527430985336815,0.0307344757383437,0.0142310024383054
13,"heggarty2024",0.414417404863913,0.0155972503625265,0.138612313344364,0.255295005142048,0.585582595136087,0.00104942332666593,0.0249862310033066,0.0110122171115852,0.0368222440680305,0.00727282497686575,0.0456067857789533,0.114577096765625,0.125300439747765,0.230777307137463,0.529345156349146,0.000948640139827446,0.0225866350313015,0.00995463976747485,0.033285956080693,0.00657436663325741,0.0412268591130712
14,"heggarty2024",0.235227508730992,0.145768067968299,0.322289412783624,0.016861804027155,0.764772491269008,0.00112457351473894,0.00370559580362249,0.0410527783844891,0.0110353017617885,0.00787808576965402,0.0403495714178325,0.0869643115425074,0.266559848049019,0.0139460985717467,0.632529741836727,0.000930114776714731,0.0030648324616479,0.0339540237255832,0.00912710205213067,0.00651582479094955,0.0333724137354814
15,"heggarty2024",-0.0329059046427596,-0.190848755236249,0.104781048945649,0.0102234818772234,1.03290590464276,0.0175988081199156,0.031904737151713,0.099963711430756,0.328916487539194,0.0867869107687044,0.0666478846065794,0.355008289724325,0.0588747221698701,0.00574440379426284,0.580372584311542,0.00988847648507823,0.0179267391824275,0.056167940641705,0.184812683360368,0.0487641163254543,0.0374483337292917
16,"heggarty2024",0.380960547956872,0.338867087502396,8.23371012922195,0.0268237761907255,0.619039452043128,0.212865278868189,0.0147157348156161,0.0595383763981376,0.0400444323549482,0.0303935482281534,0.0177053047371791,0.0405477389410147,0.889665694777227,0.00289835239603288,0.0668882138857256,0.0230004376212004,0.00159005894468253,0.00643321785353676,0.00432686567463496,0.00328407203760772,0.00191308680935231
17,"heggarty2024",0.0967121096044936,-0.00789877084290864,3.35830254893585,-0.0288653281463732,0.903287890395506,0.0153366846348374,0.00572631620386649,0.00741617488882766,0.0749791295085134,0.00273047058286692,0.00603687645077752,0.0256585210533187,0.767819789081835,0,0.206521689864847,0.00350647679592386,0.00130922656187182,0.00169558452699207,0.0171427256972451,0.000624276495783668,0.00138023097550215
18,"heggarty2024",0.134338972897864,-0.10710668017969,0.271432318407439,-0.00493387521203557,0.865661027102136,0.135343984207734,0.00225630740014622,0.0330233216126091,0.0659829065173942,0.0200583140046857,0.0340317084744518,0.203598964186449,0.190106626150454,0,0.606294409663097,0.0947926479737405,0.00158027971730409,0.0231289784978031,0.046213316878477,0.014048505439847,0.023835235679277
19,"heggarty2024",0.223801343104399,0.0372469279796046,3.63217642295699,0.162793282000127,0.776198656895601,0.00270036643171243,0.00083440665849379,0.0081699266862709,0.00354520058619684,0.0110597031733758,0.0269104761580538,0.0115085660226895,0.785439300540691,0.0352032023386153,0.167848931098005,0.000583940226009469,0.000180436109345237,0.00176670424414826,0.000766631227244181,0.0023916034116019,0.0058192508043404
20,"heggarty2024",-0.0122904390229475,-0.0900608964437613,0.116076157674012,0.107321945028302,1.01229043902295,0.024429964130865,0.03278191337288,0.00259729532000166,0.000672618615253415,0.0203321775670735,0.00383346777536526,0.0641105280469408,0.0879141063816906,0.0812838147072863,0.766691550864082,0.0185028390716848,0.0248284632900456,0.00196714727333205,0.00050942989224163,0.0153992452663974,0.00290340325323931
21,"heggarty2024",0.0139690065309102,-0.196899437102928,0.369437665641632,0.0260520368774453,0.98603099346909,0.0216577384747938,0.0769756401432332,0.0208376299071504,0.0289381818782649,0.0226697626050228,0.0913805131805652,0.15964880369447,0.224721486390912,0.0158469289817606,0.599782780932858,0.0131739658257868,0.0468227305378739,0.0126751103124956,0.0176025128186102,0.013789559707947,0.0555849244917566
22,"heggarty2024",0.14003487180005,0.195178470069589,0.260594508574519,0.773213396549347,0.85996512819995,0.0472576931441751,0.0176981428028561,0.0514967007555879,0.739224842865436,0.0600036632888018,0.0176726452422256,0.330142147865705,0.0921764513064915,0.273497961973274,0.30418343885453,0.0167158029337964,0.00626011655888865,0.0182152078169561,0.261475666182159,0.0212242567105736,0.00625109766333041
23,"heggarty2024",0.39460013966409,0.426170712617904,1.18459949196965,1.04767907300049,0.60539986033591,0.344764420078111,0.0079114342757211,0.228758334252549,0.113639653810757,0.109903751896258,0.166607810300999,0.255058575093416,0.310978589265736,0.27503452629648,0.158928309344368,0.090506836877537,0.0020768932342201,0.0600531610480039,0.0298324450299707,0.02885170384708,0.043737535056604
24,"heggarty2024",0.19444216982468,-0.0332172610509698,0.258318844989867,-0.0116940042976865,0.80555783017532,0.0431704468518651,0.00315743974124213,0.0142077949090246,0.0159795450187444,0.011396854234895,0.0300546681030224,0.0998158863186263,0.218572815771428,0,0.681611297909946,0.0365280594487525,0.00267162271842371,0.0120217235381735,0.0135208646880961,0.00964328607599357,0.025430329849187
25,"heggarty2024",0.116085042182375,-0.074100116344446,0.331669281300118,0.173281012039894,0.883914957817625,0.0223653893316289,0.0180351316455666,0.061053551335921,0.0512100019154524,0.0356271718291364,0.0840482827876851,0.163940973517361,0.199655867411791,0.104310446325334,0.532092712745514,0.0134633547897617,0.0108566576876415,0.0367525738372904,0.0308270253805549,0.0214465863919989,0.050594775430114
26,"heggarty2024",0.132182656382275,0.0226373914677546,0.644184437158899,0.0248305260848053,0.867817343617725,0.00274793511342021,0.0161423137229304,0.00685655639664023,0.10996008584651,0.0190178535719797,0.00887526723723247,0.0962108342006597,0.378835681994324,0.0146024783291912,0.510351005475826,0.00161602145708452,0.00949306452537635,0.00403224304845015,0.0646659585530187,0.0111841285079539,0.00521941810877601
27,"heggarty2024",0.336977482872558,0.0803946065868962,0.203669912784633,0.757239372857254,0.663022517127442,0.0403695373646019,0.0164609374312153,0.122605044792425,0.0290070624625008,0.0292373256171931,0.0323774071252233,0.142586518733917,0.107534890721416,0.399811892178029,0.350066698366638,0.0213145561345972,0.00869114678567955,0.0647337641254318,0.0153153268904903,0.0154369026443091,0.0170948221534093
28,"heggarty2024",0.133094537828153,0.00684986893512113,0.670312226955932,0.0323903740398547,0.866905462171847,0.004326224030134,0.0119511384703951,0.0613849706736825,0.0347898977435309,0.00950223376003098,0.0209177650806463,0.0834299993691017,0.39142770268649,0.018914304692237,0.506227993252172,0.00252629127938281,0.00697884730105399,0.0358456508534742,0.0203155025416886,0.00554881349542123,0.012214893898081
29,"heggarty2024",0.146436289689812,0.00626691650099297,0.562338053914517,0.00396615021639721,0.853563710310188,0.00424587303677676,0.00371044872574207,0.0487518450646399,0.0201325238635078,0.023975462668049,0.131831681517786,0.140784034870816,0.340292099574077,0.0024000680284197,0.516523797526688,0.0025693389237168,0.00224533335145174,0.0295015917910445,0.0121829543057737,0.0145084624324758,0.079776354066353
30,"heggarty2024",0.23894162081974,-0.0515074008157797,0.215407688213816,0.0878554604820038,0.76105837918026,0.00190912470153128,0.00397611794861042,0.0350662742725751,0.0874545862221459,0.0284111259516943,0.0218727636294714,0.143755701185675,0.173295005431224,0.0706795222939262,0.612269771089175,0.00153588657054965,0.00319877803440181,0.0282107395558081,0.0703570198446619,0.0228566875534123,0.0175965896268414
31,"heggarty2024",0.22993822346467,-0.013809717264527,0.398151553739254,-0.0337429262567364,0.77006177653533,0.0455636799676,0.0011015672998732,0.00333030781738807,0.00855708813764675,0.015269278380384,0.00448032979614241,0.0628169054203903,0.31941161393641,0,0.617771480643199,0.0365528362721503,0.000883717232314249,0.00267169369268267,0.00686480639588772,0.0122495688019262,0.00359428302542914
