"sample_id","tree","Intercept","longitude_norm","latitude_norm","log_n_speakers_norm","n_segments_norm","delta_norm","longitude_norm.latitude_norm","longitude_norm.log_n_speakers_norm","longitude_norm.n_segments_norm","longitude_norm.delta_norm","latitude_norm.log_n_speakers_norm","latitude_norm.n_segments_norm","latitude_norm.delta_norm","log_n_speakers_norm.n_segments_norm","log_n_speakers_norm.delta_norm","n_segments_norm.delta_norm"
15,"heggarty2024",-5.70253515440449,-0.221804571495632,0.0724576321647556,0.1681973067831,0.195925338365776,0.497929758940274,-0.191307622158831,-0.0313877792439867,0.145783093994406,-0.504848321087311,-0.0170805902813709,0.523328744422951,-0.353495909035254,0.430865447751352,0.244874602536257,0.559473577978428
16,"heggarty2024",-5.8112643779921,-0.15243692540446,-0.0905599779031954,0.191323500977748,0.178782724861419,0.251455493958965,-0.231941056087489,0.0774005322576892,0.21215674004888,-0.548330393481216,0.127477924583086,0.564064965262162,-0.575648149200496,0.271030542516616,0.227071337550099,0.57148209075381
17,"heggarty2024",-6.09719724926973,-0.319753560520331,-0.409168976274862,-0.350445007071489,-0.12464815758789,-0.465484559399074,-0.304910020365832,0.469178353543772,-0.289139777097219,-0.237320750851984,0.352699033821261,-0.17431207496129,-0.456892899270773,-0.0968539622522606,-0.495665087789284,-0.0133285521661256
18,"heggarty2024",-5.63996760133829,-0.319129751741672,-0.225057352641635,-0.139594992290757,0.176882042779746,-0.206224390174697,-0.203775443182273,0.394567443309588,-0.191533241017297,-0.705227723390196,0.0607645241739789,0.0806442902976052,-0.697236614468769,-0.0385495301557485,-0.662294071705768,0.65606819573318
19,"heggarty2024",-5.98433796247213,-0.132255495805022,-0.0165565240951468,0.0507414765887122,-0.102377105021658,-0.0168452987327619,-0.233375870222789,0.143756482239637,-0.0784839382960863,-0.149150214791223,0.203189189753323,-0.0644232443621694,-0.241846637713864,0.0356026789520016,0.253234896550106,0.0381864891500235
20,"heggarty2024",-5.94996435856092,-0.0429011354902032,-0.137130500874013,0.070642568457825,0.08357119236425,-0.141899787682016,-0.132219695397693,0.148218234969362,-0.0152474471760361,-0.20589217993897,0.110654126920233,0.260700355041077,-0.579132656954631,0.174083943658746,-0.11447708992122,0.314552219649369
21,"heggarty2024",-5.99372930762859,0.218246566779548,-0.097837261186049,-0.0757471358623339,-0.226924073858129,-0.337262370163583,-0.0334536091412171,-0.0637811222947137,0.0850288990803509,-0.349723130409003,-0.248810687458738,0.217926873196327,-0.633167441410858,0.210433519242663,-0.408627606244392,0.287872745462128
22,"heggarty2024",-6.09274743627567,-0.155239156742833,-0.0389767016539857,0.084825168835434,0.178358590229878,0.264775478170492,-0.262940347448929,-0.013467091175747,0.111513934473535,-0.57611456794226,-0.0334557655191453,0.44490620382914,-0.784375299721026,0.350499589892772,0.00209165454134295,0.576244163696072
23,"heggarty2024",-5.5084110260158,-0.198982473052067,-0.0726728932536062,0.145277894225393,0.0732581417171386,-0.00441597857869558,-0.177937682103272,0.386649449227206,-0.0643803226721049,-0.501026685122624,0.141195322847686,0.420225634282387,-0.0479268517865516,0.126643045062555,-0.310375846248124,0.56318557524472
24,"heggarty2024",-5.50003289915964,-0.0587633760041128,0.0250712759318266,0.20578307992193,0.0868460297575615,0.317697752444177,-0.0146298029857247,0.00252667337890239,0.00170965538716372,-0.312925053527201,-0.050932883933249,0.448706908342346,-0.62074899466504,0.401438200211852,0.310016475600149,0.64690844102074
25,"heggarty2024",-5.76093907209071,-0.271732962178816,-0.112392385269542,0.2654017429731,0.303333687993373,0.499680658078417,-0.161031790135865,-0.183425447721158,0.351366961371371,-0.361572821064606,0.132878446024871,0.727246144395656,-0.364822337448373,0.511924417233816,0.381015113712563,0.670037279365605
26,"heggarty2024",-5.94640043150697,-0.195380582929247,-0.122972951021964,0.106002050831831,0.174781588946045,-0.0169941370200664,-0.249056764078891,0.195528564372783,-0.17287020510912,-0.35593068468935,0.107863056492113,0.316754841673223,-0.544508783780304,0.146252253151557,-0.0248412473018013,0.324329212237932
27,"heggarty2024",-5.99076539509208,-0.135634716810119,-0.120963814062427,0.068766822852765,0.24644909981325,0.279829568450309,-0.233869183379072,0.0413731024065424,0.0902708322744529,-0.65861658808461,-0.126311388641757,0.479943373949144,-0.628586772705335,0.284997642467192,-0.0741244299621393,0.617065346043498
28,"heggarty2024",-6.08629449178251,-0.0279836019311621,0.226308107327485,0.262534515093734,0.23751542429022,0.428439733030852,-0.179444209154725,0.00186427042450574,0.0996284192284286,-0.213659406827306,0.0706913242194573,0.152915962901948,0.16472403539355,0.210676370189628,0.245291592438431,0.292965211890969
29,"heggarty2024",-6.03938078108128,-0.029286849581774,0.277880762868822,-0.157263269743995,0.0778698423741912,0.0546229521056572,-0.384472690294085,0.162443369815448,0.36995919024975,0.112614193242611,0.493332832253759,0.27109630200409,0.319694270110567,0.017871788096076,-0.0178992446503454,0.161297128027437
30,"heggarty2024",-6.09017143185121,0.0630582558629505,0.309901733367904,0.105082941262324,0.231862376452525,0.589030156918619,-0.386734858615698,-0.252844807299648,0.537315277838162,-0.285674358859687,-0.011860892732537,0.776801418441116,-0.0480275341307623,0.520167357533811,0.364261415611318,0.60839879626889
31,"heggarty2024",-5.89291718417278,0.216413889802057,0.0974606365659639,0.187038342319161,0.00382343139625216,0.224515709130805,-0.214868028063885,-0.126106745785984,0.140029387372495,-0.559083641874292,-0.193122808769879,0.584207109666305,-0.756342279193493,0.435437875871535,-0.116571326805999,0.686255693524757
32,"heggarty2024",-5.74778045811053,-0.102163293104329,0.0750660090451779,0.243904928091497,0.189399764095579,0.346439923939341,-0.213086558599891,-0.035341602748134,-0.143475267391012,-0.347678450022589,-0.0129863489913643,0.0595680435874926,-0.0163316434977764,0.149020812801751,0.143883978803662,0.245350571379957
33,"heggarty2024",-5.71804387993886,-0.392730785602876,-0.210648838517146,0.0988452059336359,0.365195629199343,0.162767640054629,-0.0919249863348266,0.170850548737559,-0.176075780578138,-0.930663047903498,0.131960568617904,0.0010594882413833,-0.798925590110524,-0.0470005806866212,-0.0377144175345367,0.690231491314462
34,"heggarty2024",-6.13418061733069,-0.262046407618086,0.506413244511648,-0.0347245630202943,0.0275387193386671,0.131447139464113,-0.0536762741000485,0.255735851769696,-0.299482258052729,-0.389408748111989,-0.10578036464102,0.146464628871107,-0.394334713119959,-0.045825520839245,-0.332628258412315,0.201425507819939
35,"heggarty2024",-5.74828365402251,-0.541861128636717,0.243978117496809,0.219323965188119,0.214269835639386,0.485937359435933,-0.387900042116342,0.318148631740002,-0.099087096718292,-0.759668755686663,0.23588202655536,0.25706209124906,-0.562196628084934,0.0456582890325397,-0.114439416071715,0.911043227024506
36,"heggarty2024",-5.91509446429611,-0.13818224751617,-0.0600487091331242,-0.0743605833547275,0.359973144014963,-0.0602847912473146,-0.224703229737479,-0.0405376656178123,0.201217610816246,-0.780487424491163,-0.0662175787469522,0.376496218662431,-0.622846122321223,0.40795174273921,-0.264633771586296,0.632499518482268
37,"heggarty2024",-6.52318205264994,-0.129777055875471,0.370008321300816,0.415480301175524,0.39713251337348,0.976365805721121,-0.402658762810445,-0.156940242163229,0.0533706395418988,-1.26022271183057,-0.0622483493064941,0.505147862644511,-0.991664920019009,0.41333839525311,0.463177794414414,1.14338231826364
38,"heggarty2024",-5.90140648254039,0.04279449994992,0.123357908621882,0.0642086172053595,0.106950872505842,0.0235987032767399,-0.254456445784486,0.00286637293145914,0.273135661222415,-0.242398252358466,-0.0595615321728413,0.597643906407027,-0.760349826783791,0.383508186915377,-0.0268475323811277,0.488682444977445
