"sample_id","tree","R2_full","partial_R2_phylo","prop_residual","prop_phylo_norm","prop_residual_norm","shapley_longitude_norm","shapley_norm_longitude_norm","shapley_latitude_norm","shapley_norm_latitude_norm","shapley_log_n_speakers_norm","shapley_norm_log_n_speakers_norm","shapley_n_segments_norm","shapley_norm_n_segments_norm","shapley_delta_norm","shapley_norm_delta_norm"
2944,"heggarty2024",0.154852949872866,0.00988307356280041,0.845147050127134,0.00974713313422177,0.833522159198598,0.107242358917389,0.105767253815684,0.0357981765967237,0.0353057771991102,0.0046181604202714,0.00455463820698548,0.00903843156306512,0.00891410907851066,0.0022194577276059,0.0021889293668904
2945,"heggarty2024",0.0411754934633025,0.0126074270908848,0.958824506536697,0.00892033828046174,0.678412723567365,0.113549690742427,0.0803416625583023,0.139425920211828,0.0986502927511187,0.0100234651639476,0.0070920656023053,0.142072191283864,0.100522652033801,0.0368318872257953,0.026060265206646
2946,"heggarty2024",0.0701232363066217,0.143135988850492,0.929876763693378,0.0833718082313105,0.541621347950254,0.064938973986389,0.0378247268867258,0.0450205426629772,0.0262229232460035,0.0759613577364616,0.0442448876837622,0.198592755761535,0.115673474452133,0.259312820956228,0.151040831549811
2947,"heggarty2024",0.337594902506306,0.128208126536479,0.662405097493694,0.126848236272546,0.655379035517779,0.103867247009317,0.102765537922965,0.0246233302386123,0.0243621531357118,0.0139740396297414,0.0138258184447536,0.0204563654374462,0.0202393868968081,0.0571864020280977,0.0565798318094365
2948,"heggarty2024",0.0247622389610581,-0.0240085498154876,0.975237761038942,0,0.869565887959451,0.0138609361474248,0.0123590346175115,0.012467568159502,0.0111166449971777,0.0421205399570664,0.0375565694770462,0.00339002028067155,0.00302269468362494,0.0744457347452763,0.0663791682651888
2949,"heggarty2024",0.292357411892489,0.83162066823585,0.707642588107511,0.480947765083575,0.409248031257135,0.0529571799135979,0.0306265083317415,0.00896233425212648,0.00518314995421658,0.0587199323371433,0.0339592572696841,0.030585227335256,0.0176882288924699,0.0386409453656085,0.022347059211178
2950,"heggarty2024",0.196911118615168,0.20443955046416,0.803088881384832,0.19184813439847,0.75362669943282,0.010497619214613,0.00985107166092157,0.00501010764389582,0.00470153550247329,0.0138394721115903,0.0129871000970221,0.0189221468768723,0.0177567333175006,0.00983442719969255,0.00922872559079191
2951,"heggarty2024",0.00410782502278495,-0.018394296534961,0.995892174977215,0,0.688098409266582,0.0362251231380167,0.0250292654496714,0.0331188091642006,0.022882999259645,0.0400864678644327,0.027697210063191,0.0337356017902077,0.0233091638941976,0.308252500674815,0.212982952066713
2952,"heggarty2024",0.190891656856778,0.0758853944188748,0.809108343143222,0.0641400179629311,0.683876311911949,0.189220117635591,0.159933038986433,0.0447792118266395,0.0378483827213551,0.0350110502924058,0.0295921160040443,0.0143177314420155,0.0121016640805768,0.0147990300463016,0.0125084683327105
2953,"heggarty2024",0.0609728660828992,0.707405296583702,0.939027133917101,0.354384419961541,0.470418567387677,0.0369298255822667,0.0185005044229322,0.0131971120761607,0.00661127493795105,0.0586732256963818,0.0293931599835351,0.232404337245855,0.116426151527512,0.00851542983040389,0.00426592177885089
2954,"heggarty2024",0.099173444499449,0.0823812668600012,0.900826555500551,0.0772145206888798,0.844328976210025,0.00831067286207644,0.007789448330988,0.0453519740646546,0.0425076121449774,0.0277505854365346,0.0260101384087625,0.000962266495286797,0.000901915557268686,0.00133085664570043,0.00124738865909894
2955,"heggarty2024",-0.12545524980958,-0.0467452577228738,1.12545524980958,0,0.664079206410447,0.0606698593696008,0.0357984842755984,0.206874982806305,0.122067380672337,0.0223818749386194,0.0132065115425345,0.0770198028110727,0.0454458313978455,0.202358793380498,0.119402585701238
2956,"heggarty2024",0.142985388954141,-0.000807406461913526,0.857014611045859,0,0.610854008791443,0.242321931730505,0.172719719719859,0.148829976403735,0.10608149096036,0.043574656325095,0.0310586927630215,0.0228391251314656,0.0162790353443561,0.0883974955497611,0.0630070524209602
2957,"heggarty2024",0.202242045902878,0.00533049386816798,0.797757954097122,0.00402273285177443,0.602039362407858,0.218105570627543,0.164596464383509,0.08964629843212,0.0676528514358473,0.0126043768250829,0.00951207186133232,0.0467636669270916,0.0352908649497616,0.15488432237649,0.116885652109917
2958,"heggarty2024",0.0847229983023333,0.04466659798594,0.915277001697667,0.0320985720872119,0.657741716259822,0.0494282057196084,0.0355203865074256,0.084541345683237,0.0607535966723383,0.0159717780635178,0.0114777326380252,0.214859454881617,0.154403559082506,0.0668003197197457,0.0480044367526714
2959,"heggarty2024",0.183788861138278,0.0630172808039569,0.816211138861722,0.053363181769992,0.691169514299883,0.0321429130557931,0.0272186944617521,0.0912094913443331,0.0772364120390694,0.00842466235725301,0.00713402392146175,0.0414642905301221,0.0351120588558262,0.128443330431916,0.108766114652016
2960,"heggarty2024",0.364173227412646,1.35438873472546,0.635826772587354,0.490968610335957,0.230488469778131,0.391236599644854,0.141824045575169,0.109424860475491,0.0396667295780098,0.0148343909628311,0.00537749623093095,0.122164421785319,0.0442848458929273,0.130729772623147,0.0473898026088741
2961,"heggarty2024",-0.0132327433002064,-0.00336206206530502,1.01323274330021,0,0.875526560782704,0.0101882159621137,0.00880355845268806,0.0222677414994302,0.0192413828513811,0.0539951982520442,0.0466568323388517,0.0125131077775202,0.0108124794521268,0.0450868366530188,0.0389591861222484
2962,"heggarty2024",-0.0772162269266001,-0.00140014763928486,1.0772162269266,0,0.790158989995689,0.0100448242377432,0.00736807335053282,0.0498650800169327,0.0365770030912452,0.0358317951625264,0.026283316540945,0.00444510699328088,0.00326057217152645,0.185887444358395,0.136352044850061
2963,"heggarty2024",0.101599303023676,-0.021446097450896,0.898400696976324,0,0.596489098929008,0.172919838892398,0.11480934869599,0.272997214004163,0.181255271439047,0.0680025906492574,0.0451500139723096,0.0335423687425884,0.0222703047477025,0.0602850117739216,0.0400259622159429
2964,"heggarty2024",-0.21057309585253,0.150277839530796,1.21057309585253,0.0668047635487286,0.53815020018509,0.179271158105519,0.0796935021539998,0.256789681596015,0.114153716970755,0.285227198429866,0.126795378535294,0.156403140899004,0.0695277153215611,0.0109657282595052,0.00487472328457142
2965,"heggarty2024",0.192566721149883,0.00580113164066789,0.807433278850117,0.00574423532796246,0.799514138384457,0.0768488295478747,0.0760951119445108,0.0284971703938155,0.0282176759747301,0.0137862781411502,0.013651065144661,0.0490641242749328,0.0485829133784596,0.0284741282718851,0.0281948598452191
2966,"heggarty2024",0.0926026563095981,0.136068282838688,0.907397343690402,0.10522162248288,0.701690495006475,0.177789426088245,0.137484588495051,0.0355152981578109,0.027463985119577,0.00597256188755911,0.00461858295759797,0.0109634380300387,0.00847802818882333,0.0194525992258091,0.0150426977495955
2967,"heggarty2024",0.129127419194703,-0.0779917607082842,0.870872580805297,0,0.781808630857628,0.0630969819363032,0.0566440672793423,0.0608151800702355,0.054595624795197,0.00491938238734113,0.00441627821759629,0.0161132025238458,0.0144653087966677,0.0981030697148619,0.0880700900535691
2968,"heggarty2024",-0.196983288768148,-0.0463762078525412,1.19698328876815,0,0.614370345636958,0.125307566543793,0.0643160632991495,0.102667254005813,0.0526955697051227,0.0183125800847781,0.00939921740074421,0.137181511650452,0.0704105508560809,0.367856823411986,0.188808253101945
2969,"heggarty2024",0.338541390048409,0.261745386360386,0.661458609951591,0.256326462666949,0.647764409707849,0.0114803562664312,0.0112426780576715,0.0635603771668045,0.0622444845026305,0.00468777919618953,0.00459072794302681,0.00842348029689708,0.00824908869597231,0.00978472185744987,0.0095821484259013
2970,"heggarty2024",0.0271568444288138,-0.0426821792961511,0.972843155571186,0,0.723565302793791,0.15485605851364,0.115176295609633,0.0355612863677296,0.0264491894618877,0.00207231115455886,0.00154130955174471,0.0260587793284536,0.0193815708598563,0.153121684942776,0.113886331723087
2971,"heggarty2024",0.262355232531609,0.23147458502402,0.737644767468391,0.190538881465248,0.607194128450585,0.099902272141635,0.0822348042560643,0.038422975732111,0.031627968218641,0.0153103419837179,0.0126027461551571,0.00846291942012942,0.006966273209107,0.0836238715495933,0.0688351982451971
2972,"heggarty2024",0.367446247618382,0.547350526682068,0.632553752381618,0.341691097794224,0.394880383828836,0.100262569326695,0.0625902885095923,0.05226976434092,0.0326301196188827,0.156195447692836,0.0975071574629656,0.0253180406879986,0.0158051352743213,0.0879368962825043,0.0548958175111776
2973,"heggarty2024",0.137665273933463,0.11794410291117,0.862334726066537,0.0647715213637998,0.473569519403886,0.232819180613896,0.127857622032981,0.178963523738313,0.0982816386325598,0.0207618442271135,0.0114018098719288,0.0865384691129564,0.0475244472812854,0.321563467847756,0.176593441413559
2974,"heggarty2024",0.231648086431735,0.256071242986441,0.768351913568265,0.165688477651743,0.497154844000468,0.177624246804594,0.114930090172792,0.0563290565291043,0.0364471836627141,0.0100767066550637,0.00652003780646743,0.0328933729714633,0.021283346106776,0.244151654539761,0.157976020599039
2975,"heggarty2024",0.273699694594463,0.132334861433107,0.726300305405537,0.109095371168365,0.598753801831474,0.0355125963289597,0.0292761849425335,0.126148919666366,0.103995750359757,0.00770373636394992,0.00635087360130859,0.0116696183068665,0.00962030206397488,0.173349910233204,0.142907716032587
2976,"heggarty2024",-0.164134356134649,0.170928191639788,1.16413435613465,0.0782424252439069,0.532882811547433,0.211239957167068,0.0966951466496591,0.0448393376587348,0.0205252187546878,0.121125694252405,0.0554453188016648,0.221463773145674,0.101375101136625,0.25086599903128,0.114833977866024
2977,"heggarty2024",0.167734789485586,0.118536668591977,0.832265210514414,0.112626360046867,0.79076797388772,0.0391769916902137,0.0372236036668384,0.0528353354681774,0.0502009343296046,0.00437427602464866,0.0041561720297056,0.00275396908857442,0.00261665455771648,0.0025346822401879,0.00240830148154782
2978,"heggarty2024",0.0979661288584693,-0.0287435500848815,0.902033871141531,0,0.606916975262467,0.330798386916684,0.222571638197027,0.137780305304227,0.0927029558659004,0.0416742393076638,0.0280397489231345,0.0508150701365002,0.0341899895909296,0.0231539214911854,0.0155786921605409
