"sample_id","tree","Intercept","log_n_speakers_norm","n_segments_norm","delta_norm"
58,"heggarty2024",-5.82964731866212,0.114918152763373,0.00452975066526508,-0.0203328548324167
59,"heggarty2024",-5.58398346529619,0.0760284767393911,-0.059346930857749,-0.195438009544607
60,"heggarty2024",-6.01971819437405,0.0983099020076198,0.0611357989970953,-0.0993180787425125
61,"heggarty2024",-6.1618357809645,-0.127778832605612,0.0132946461889487,-0.140969963139349
62,"heggarty2024",-5.80694137755871,0.0532611389128528,0.0364224742876802,-0.127914961579084
63,"heggarty2024",-6.05332240358785,-0.159028249729214,-0.00353515602449888,-0.0438376136003484
64,"heggarty2024",-5.77316483706907,-0.151073982438359,-0.00324263317605209,-0.094928687739685
65,"heggarty2024",-6.22592297654907,-0.041879588718348,0.177508815763603,0.0179464783750027
66,"heggarty2024",-6.13847636208625,-0.0736724631001006,-0.0476457409769773,0.0731740397769724
67,"heggarty2024",-5.47847051718414,0.00680498421670527,-0.026565710877419,-0.175855993935452
68,"heggarty2024",-5.8994231881654,0.0109865129369161,-0.00557771842364283,-0.0351374467908879
69,"heggarty2024",-5.63309520529859,-0.0544868353359482,0.0442312834963998,-0.152315789753578
70,"heggarty2024",-5.90743593278135,0.00656908016084679,0.0809552800485457,-0.106942707016211
71,"heggarty2024",-6.02271310384773,0.0157416689747192,-0.0338279709876005,-0.0854124258101678
72,"heggarty2024",-5.63288926677005,-0.00367923954567105,-0.0483540503383682,-0.092125436277854
73,"heggarty2024",-5.78050168293778,-0.0651745611059338,0.0296808507840764,-0.142039503015622
74,"heggarty2024",-6.33111758425537,-0.248118570896585,-0.062846938880862,0.0256954862576791
75,"heggarty2024",-6.06397255922656,-0.212449756718813,-0.0109648617742231,-0.205666565384667
76,"heggarty2024",-6.01931179276111,0.0686884095089339,0.0845287917400065,-0.0885646976462754
77,"heggarty2024",-5.86584484725819,0.0780801357149965,-0.006180538812363,-0.163180074733085
78,"heggarty2024",-6.16952481267386,-0.166118791939039,-0.0243368145048192,-0.130795844124375
79,"heggarty2024",-6.37156143431465,0.0294326375336466,0.0128866655344282,0.00503433658690151
80,"heggarty2024",-7.28713483042368,0.0153619019507369,0.0900552146813684,-0.0792109769416897
81,"heggarty2024",-6.27404931590981,0.0406612343584914,0.0686116231465228,-0.0155207755603284
82,"heggarty2024",-5.82674264572389,-0.0576820858919677,0.0379120839499444,-0.135490409449507
83,"heggarty2024",-5.65717201728316,0.0390261496392124,-0.0553097493459926,-0.115318436058485
84,"heggarty2024",-5.75165728302044,0.0204639696097885,-0.0227429270492302,-0.116313213603344
85,"heggarty2024",-5.79167756838394,0.0506762700318271,0.0620600686051653,0.00244133114505328
86,"heggarty2024",-6.01143924532378,0.005049223513458,0.114584902366,-0.0102732714255793
87,"heggarty2024",-6.94543751901729,-0.121148025760761,-0.0752253444913931,-0.126812871076746
88,"heggarty2024",-5.86955871238289,-0.0695546447687685,-0.130689638890107,-0.198399682941126
89,"heggarty2024",-5.8977849202056,0.0530879909481736,-0.0435308955672159,-0.129681221943157
90,"heggarty2024",-5.47847277956957,-0.100622126944298,-0.0064614642578888,-0.0648087353289242
91,"heggarty2024",-5.62084349709486,0.00659037065508427,-0.222418879543677,-0.101805631850039
92,"heggarty2024",-5.85814540251331,-0.101318134077034,-0.0115730864890399,-0.140439379989896
93,"heggarty2024",-6.10736378970073,-0.0588964920253073,0.167993572510057,0.0241926778836725
94,"heggarty2024",-5.98911244730081,-0.0474744302392182,-0.00157357946618641,-0.0903631437056573
95,"heggarty2024",-6.7702279095236,-0.0467239753972238,0.018109392830929,0.0510961655170128
96,"heggarty2024",-6.11078221569481,-0.144047614353301,-0.107750041556686,-0.240464944918839
97,"heggarty2024",-5.89195821939716,0.00301480810165194,0.0398647899075504,0.029811523163265
98,"heggarty2024",-5.86027962897398,-0.0840492722769968,0.00436675864391137,-0.0831711221382113
99,"heggarty2024",-5.76458381527254,-0.0669446795450693,-0.0615805635690638,0.0897122114837031
100,"heggarty2024",-6.01543860093186,-0.102522213219701,-0.0461377184244082,-0.064301257643016
101,"heggarty2024",-6.19893595719197,0.229787966816312,0.106805391656416,-0.113491365073406
102,"heggarty2024",-5.95772286913871,-0.0302473856572938,-0.145594735067037,0.00254288686690875
103,"heggarty2024",-5.62342365498058,0.0327001970177025,0.0722334814208727,-0.189740659799054
104,"heggarty2024",-6.0494039335092,0.0221317712931676,0.0238613888267647,-0.119230367353738
105,"heggarty2024",-5.51065997048193,-0.0355366626835942,-0.00697009999522822,-0.035703247351943
106,"heggarty2024",-6.02013623738513,0.041775788582222,-0.116159870738841,-0.189241160634586
107,"heggarty2024",-5.77171949863968,-0.0181222161267824,-0.142547658637651,-0.136791081007873
108,"heggarty2024",-5.13321689692904,0.035953048320737,0.0317439935318017,-0.12957562915885
109,"heggarty2024",-5.88208942314045,-0.0338517660512489,-0.168123118853988,-0.199807296407037
110,"heggarty2024",-5.43981984419961,-0.0598448177332591,0.04944691537988,0.130605540184653
111,"heggarty2024",-5.95200624874195,-0.0477179442457234,-0.0158033076320278,-0.0987134745509503
112,"heggarty2024",-6.20673739971485,-0.0405238553758601,0.126663037826047,-0.0838448249946563
113,"heggarty2024",-5.7477519234602,-0.0912690565846173,-0.0394250064006661,0.00983885808444923
114,"heggarty2024",-6.02292625216243,0.00714584333880232,0.0196024212775879,-0.174410968873409
115,"heggarty2024",-6.28481995034556,-0.23121521963453,0.161670149892477,-0.262012408959357
116,"heggarty2024",-6.20437428537053,-0.0891110264137507,0.013159666129604,0.0458542981569969
117,"heggarty2024",-5.81683991763725,0.00271503087049477,-0.00193819609672393,-0.104292859269008
118,"heggarty2024",-5.92311901245034,-0.00140310423072201,-0.0635843430003014,-0.193190512454899
119,"heggarty2024",-5.85562438156736,0.087474517637092,0.0231894221630197,-0.0749295290153017
120,"heggarty2024",-5.95302496189127,0.00574577580530294,-0.0444358904417056,-0.000550843720355569
121,"heggarty2024",-5.92764724354716,-0.0602218194249511,0.037200508841366,-0.0968930963817082
122,"heggarty2024",-5.91995154680713,-0.0361122901754154,-0.0290222575973346,-0.0995825553108161
123,"heggarty2024",-5.87768179912501,-0.0333645536764484,-0.0154840709165555,-0.0275355150191485
124,"heggarty2024",-5.97711944357681,0.0603173151816015,-0.010497216521834,-0.0825399635007088
125,"heggarty2024",-6.17340822258217,-0.143379411061073,-0.227518534454675,-0.13979568645494
126,"heggarty2024",-5.87691012054957,0.0495527268544613,-0.0250629118724848,-0.196957860236958
127,"heggarty2024",-6.56878367932162,-0.0774625959774185,-0.0301488244384272,-0.165056772804899
128,"heggarty2024",-5.99718318526327,-0.0334814819046613,0.0205165326582468,-0.146814766047484
129,"heggarty2024",-5.81834274939044,-0.123815032137779,-0.0646891323426872,-0.213099433629215
130,"heggarty2024",-5.96825382874953,-0.0785834647208902,-0.142116554137516,0.0543265006172838
131,"heggarty2024",-6.00093235853306,-0.0494248590135633,-0.0497816884193968,-0.156885047552764
132,"heggarty2024",-5.92899227337528,0.0146519920869358,-0.0098103236345158,-0.0482461299631222
133,"heggarty2024",-5.95529919420507,-0.0705695488163669,0.0436034288826052,-0.0863896006601403
134,"heggarty2024",-5.91627637976504,0.0422351051044149,-0.0433554841512562,-0.053056470501552
135,"heggarty2024",-5.91201965544325,0.000930928885681788,0.0467354825709288,-0.170657285219909
136,"heggarty2024",-5.57988094019896,0.0649584049681385,-0.00780556136856661,0.0400093371704416
137,"heggarty2024",-6.01186596464914,-0.0944264342834443,0.0148048329198019,0.0238387721340067
138,"heggarty2024",-6.34461460305484,-0.0504483640597204,-0.0317485904131895,-0.150882523918322
139,"heggarty2024",-5.79207463643931,-0.119231480069106,0.0781650434469854,-0.0535965671652732
140,"heggarty2024",-5.837505201287,0.10729725280959,0.103878721872835,-0.288700294231643
141,"heggarty2024",-6.06421018764338,-0.0564542569938715,0.0203728469820161,0.0199172122596553
142,"heggarty2024",-6.670792716431,-0.195556168984314,0.00787837085784319,-0.0850189064850529
143,"heggarty2024",-6.05119914394287,-0.0744443460156759,-0.0423107955971974,-0.0636240677373599
144,"heggarty2024",-6.11124013484779,-0.0728312811495166,-0.0636211394497937,-0.199501114077187
145,"heggarty2024",-5.72644172936061,0.00944449049906993,-0.192200530915086,0.0522558306011829
146,"heggarty2024",-5.90861676450665,0.0383980614342126,-0.0457257044157691,-0.00432577714060804
147,"heggarty2024",-6.48473096152241,-0.222056741865104,-0.056089239335292,-0.116387292135427
148,"heggarty2024",-6.16086794092957,-0.0311353039124651,-0.187756016726553,-0.106258396118594
149,"heggarty2024",-6.46326195777192,-0.0286035984840528,-0.00576980114655013,-0.116112309963604
150,"heggarty2024",-5.76137736652416,0.0537448984621596,-0.105067895059116,-0.104239963592136
151,"heggarty2024",-5.73514379753111,0.0686310591445132,0.127559438510771,-0.145003005590645
152,"heggarty2024",-5.70087712950281,0.0246380819564116,-0.113260636773731,-0.0743232286005915
153,"heggarty2024",-5.76064118158563,-0.0912136483222891,0.00383428452971195,-0.118124218927823
154,"heggarty2024",-5.5636871335152,0.048143860212797,0.00962275846896368,-0.03101708999915
155,"heggarty2024",-5.75086242616939,-0.102053833815206,0.0793557054967593,-0.0704148623281322
156,"heggarty2024",-5.62449554202671,0.0127733040637911,0.086273122963995,0.0115551397389623
157,"heggarty2024",-5.63501635958431,-0.0162160440870637,-0.0197192896834352,-0.122918124142788
158,"heggarty2024",-6.2522148542876,-0.125473417179427,0.00311123367118963,-0.128096183355814
159,"heggarty2024",-6.04027578528326,0.10123992453825,8.55310760210773e-05,0.0243231833599626
160,"heggarty2024",-5.74668248045028,-0.0989304973366323,-0.0232598292278577,-0.0800442063132911
161,"heggarty2024",-5.67170648182505,-0.089778354511203,-0.0569000668907242,-0.041848772892683
162,"heggarty2024",-6.19728012209983,-0.0338011466152666,0.0359842022700985,-0.0202629145455302
163,"heggarty2024",-6.04937990103849,0.0199957380893249,-0.149571611012562,-0.0170617246823765
164,"heggarty2024",-5.45945202806255,-0.160157740964872,-0.0453054053900605,-0.0169475995216945
165,"heggarty2024",-6.57422619928991,0.037490993941797,0.015720768733404,-0.0178096454527067
166,"heggarty2024",-6.04457477627722,0.0101647406552783,0.0279717468634672,-0.0168158709437498
167,"heggarty2024",-6.2896127122308,-0.0710200866524591,0.0197714677776802,-0.149430304660845
168,"heggarty2024",-5.81519003916501,0.00435618678465406,-0.0613448659078006,-0.138772366782708
169,"heggarty2024",-5.7083798453283,0.0746952181654389,-0.0606997203079645,-0.165880578636977
170,"heggarty2024",-5.83932532755174,0.000296809056249817,0.0264734170805324,-0.0281221305906212
171,"heggarty2024",-6.01895614657639,-0.148692801019475,-0.297366018499421,-0.278628548911976
172,"heggarty2024",-5.86431296065187,-0.0213402011744544,-0.100895152292687,-0.167501451939237
173,"heggarty2024",-5.76055586149077,-0.0204336383986497,0.00275430955697235,-0.0493304877972888
174,"heggarty2024",-5.86657011749592,-0.0338603314094422,0.0764553829205447,-0.239367936924673
175,"heggarty2024",-5.95540481274391,-0.115319141967005,-0.102608543220683,-0.0289175987063717
176,"heggarty2024",-5.95397172430244,-0.0568520506537024,-0.0265911173594115,-0.0368610577877252
177,"heggarty2024",-5.69901186176267,-0.0906323556348016,-0.0145684206813376,-0.123668756458365
178,"heggarty2024",-6.08068309460807,0.0722494748993656,0.0704967542316231,-0.195874209894038
179,"heggarty2024",-5.93737529462614,-0.156060473277721,0.0314914867317893,-0.098961262715997
180,"heggarty2024",-6.07321356264114,-0.030552269997135,-0.0436234927987079,0.00960342632923952
181,"heggarty2024",-5.80869302369522,-0.0856656878469097,0.0617533146899561,-0.115301859940408
182,"heggarty2024",-5.64769881119685,0.0776776494402666,-0.145039045843902,-0.052036687352316
183,"heggarty2024",-5.95944020368757,-0.0140759086052975,0.0197271657263347,-0.117869408711484
184,"heggarty2024",-5.72078850466711,-0.110761911240842,-0.00793600767905912,-0.199519600409046
185,"heggarty2024",-5.97389594496395,-0.0419265844496567,-0.0325715190317117,-0.108421999703336
186,"heggarty2024",-5.81757972777116,-0.0133186178363063,-0.131790628160104,-0.17108213023977
187,"heggarty2024",-5.88039836986792,-0.0345358188242841,-0.0707233418076532,-0.350991181647139
188,"heggarty2024",-4.82554635724016,0.0109987622381709,-0.0716411923536126,-0.0472161765333904
189,"heggarty2024",-6.14038396019314,-0.0597822579728048,-0.079021100837333,-0.220745829166651
190,"heggarty2024",-5.91143426814604,0.0198621374834247,0.0433224821214231,0.0505682440639679
191,"heggarty2024",-6.10476326084045,-0.0797291951533116,-0.030473973108884,-0.106147576322714
192,"heggarty2024",-6.03588389001692,0.00116106764362881,-0.0061793116879106,0.0225081299352636
193,"heggarty2024",-5.56837203897439,-0.109912097059357,-0.00384456222358744,-0.17978804869334
194,"heggarty2024",-5.50943836661321,-0.186335725770722,-0.172756889665868,-0.412041021608622
195,"heggarty2024",-5.7650403573411,0.0183091782800691,-0.2285917923616,-0.112978453297509
196,"heggarty2024",-6.47394902281083,-0.16426236837807,0.169214976893168,-0.0823778820652469
197,"heggarty2024",-6.35090739966326,-0.268414175079178,0.00345696957810361,0.0522409451302727
198,"heggarty2024",-5.97162327165718,0.0184336721405264,-0.104693898435175,-0.198099721417798
199,"heggarty2024",-5.49264771108252,-0.177218008845166,-0.077495237047807,-0.0822039289048129
200,"heggarty2024",-5.90651850167529,0.0464773051961092,-0.0891421511885592,-0.136181942419076
201,"heggarty2024",-6.4406969505762,-0.0853257138336771,-0.138856091397645,-0.225097833931274
202,"heggarty2024",-6.32419454154819,-0.0911238619416566,-0.0212558802835213,-0.0721760217138311
203,"heggarty2024",-6.13405722091092,-0.0773339177992431,-0.0122469030151082,-0.186413804597416
204,"heggarty2024",-5.87825606922742,0.103333208156985,0.0708243626980492,-0.103865345568618
205,"heggarty2024",-5.46787633249939,0.144686883436053,-0.0959688215437149,-0.125168982973871
206,"heggarty2024",-5.99250512478456,-0.0031039306181319,-0.0109433594357976,0.0677149831463821
207,"heggarty2024",-5.79433878548285,0.0224573560890057,0.00857885992385157,-0.0610875230138956
208,"heggarty2024",-5.83228363763014,-0.00218154036554553,-0.0493125289797871,-0.223460650555957
209,"heggarty2024",-5.77315125907113,-0.109010607260408,-0.00838235148298968,-0.0324862526562984
210,"heggarty2024",-6.65920447585082,0.015511636261836,-0.200859146204777,-0.087443009484565
211,"heggarty2024",-5.67039966303731,0.00537507630427874,-0.14093547765239,-0.13873950914264
212,"heggarty2024",-5.82599443675235,0.0928518860530567,0.0762569918436292,-0.247142715888449
213,"heggarty2024",-6.05630813377183,-0.0993490661710107,0.0250676871539336,-0.104932153194075
214,"heggarty2024",-5.59272422723637,0.247710300466656,-0.0686375692102187,-0.215628664673007
215,"heggarty2024",-6.1178302256855,0.123552651966538,-0.137478826938958,-0.115054400081149
216,"heggarty2024",-5.72966871338512,-0.0315954834811043,-0.147886981918121,-0.0706054997289417
217,"heggarty2024",-6.12601813975025,0.106170728497993,-0.173623463437709,0.071933480565429
218,"heggarty2024",-5.85621065151837,-0.0313081935200933,-0.132634293384104,-0.0605188091414778
219,"heggarty2024",-6.31184010939979,-0.0499961048665162,-0.131071720079103,-0.20264098424862
220,"heggarty2024",-5.92247103928399,-0.081369489332187,-0.0413409099354916,-0.066049358905641
221,"heggarty2024",-5.68433045846587,-0.137912106290757,0.0366878189685567,-0.0374363344838334
222,"heggarty2024",-5.79537924184869,-0.0506850776251698,-0.113898241294848,-0.144332914787156
223,"heggarty2024",-5.81188712694479,0.0577923146149473,-1.20200621586547e-05,-0.0828289191195312
224,"heggarty2024",-5.99840963048105,-0.0625920787066799,0.0076490366635788,0.0620448519609375
225,"heggarty2024",-5.78064904214952,0.0552807587998195,-0.083892907228561,-0.163558954339957
226,"heggarty2024",-5.76048571327134,0.0339050148484202,0.010418188950142,0.0605554726277914
227,"heggarty2024",-5.79536538657497,0.0140539416535331,0.0430130393853948,-0.0340454159296737
228,"heggarty2024",-5.77599430261065,0.0520418665815096,-0.0431670307562663,-0.07534804085748
229,"heggarty2024",-5.99510673378465,-0.0377095695367785,-0.0714965011810744,-0.144217845518351
230,"heggarty2024",-5.79428702756674,-0.0206023720518246,0.0116347342529226,-0.0431612057756138
231,"heggarty2024",-6.54105186070808,-0.203716970534923,0.00227951685197969,-0.131230233929675
232,"heggarty2024",-5.81955898363745,0.0708217821701105,0.00123427368541556,-0.0347001888105206
233,"heggarty2024",-5.89774671988469,-0.116202807995693,-0.0192524493483565,-0.207903736010672
234,"heggarty2024",-5.66391877407253,-0.0933938645186068,-0.127028371072739,-0.130061518742295
235,"heggarty2024",-5.84225371408059,0.0718743164233655,0.0303448010115851,-0.0250652155880991
236,"heggarty2024",-5.65556591872844,0.00223069033312814,-0.0438330465298265,-0.197138773552308
237,"heggarty2024",-5.69767612068684,-0.0717707733614782,-0.0702043712362195,-0.160888592696349
238,"heggarty2024",-5.79501651720636,0.00106048306259515,-0.0341623080408932,-0.0207723483453387
239,"heggarty2024",-5.71049618036699,0.0096970597886997,-0.0508538603361033,-0.133281881041141
240,"heggarty2024",-5.95140557659093,0.0316934825883078,-0.0174734582927373,-0.0210655718538302
241,"heggarty2024",-5.82701369188716,0.0432690267085611,-0.0698949288633264,-0.135962027861775
242,"heggarty2024",-5.74465453309735,-0.0503989280909703,-0.030928600700875,-0.14368085418921
243,"heggarty2024",-5.92799694345193,-0.0103995422565516,-0.203597559388267,0.0487638078203415
244,"heggarty2024",-4.82118874987763,0.0244798300921664,0.066766646498183,0.0065357850368212
245,"heggarty2024",-5.78104677751283,-0.0597331566272094,-0.0777121091498784,-0.0546354113965934
246,"heggarty2024",-5.59389881182466,-0.0128894698275767,-0.0810634338470722,-0.0749752457660344
247,"heggarty2024",-5.93162895815283,-0.07223565566042,-0.0650264817246623,-0.0906627808622041
248,"heggarty2024",-5.8704557920394,0.0244705671139493,-0.0898180692470495,-0.0573853992348027
249,"heggarty2024",-5.68207106651841,-0.0249737601529971,0.0365343504964666,0.00550558243713551
250,"heggarty2024",-5.65586448091163,-0.0773291774005807,-0.177799378504468,-0.149259968239585
251,"heggarty2024",-5.82375123581546,-0.0133144745658695,-0.0547732206900914,-0.045384247723846
252,"heggarty2024",-5.8602444175092,-0.0155445970157283,-0.0503030675329566,-0.0429348250657236
253,"heggarty2024",-5.82017963752211,-0.0426748288973606,-0.0478173305957518,-0.0522035119229491
254,"heggarty2024",-5.78202663264781,-0.10745759609204,0.0256780358937552,-0.115438038450124
255,"heggarty2024",-6.38582836631532,-0.0184821193746224,-0.0167579534473211,-0.164518474870932
256,"heggarty2024",-5.66690144717031,-0.0062113352767284,-0.0190358002551668,-0.0614279073066685
257,"heggarty2024",-6.08998614826002,0.0818167850686737,-0.170640736986199,-0.145889157387337
258,"heggarty2024",-5.70439727168411,0.0407604874295533,0.025574406449112,-0.0827335949568997
259,"heggarty2024",-6.02326210174999,0.117152698788596,0.0687614347027971,-0.0793043765690703
260,"heggarty2024",-5.8941862990805,-0.0356819956703872,-0.0256657780046588,-0.120074251460469
261,"heggarty2024",-5.90507785924588,-0.054911839936663,0.00487724649346744,-0.102458746119018
262,"heggarty2024",-6.30217328151316,-0.0235805428236477,0.0199118683088575,-0.104533991190299
263,"heggarty2024",-5.78384813926438,-0.0450301359753805,-0.0208586469447278,-0.0151550875677127
264,"heggarty2024",-6.03810743365683,0.0282243604397051,-0.138998409638056,-0.0419683221876106
265,"heggarty2024",-5.6547511129478,-0.164180215970871,-0.120043033207207,-0.148977651500537
266,"heggarty2024",-5.95935039472069,0.0500268716323525,0.0469596509539371,0.0389053506428825
267,"heggarty2024",-5.69742713198273,0.0119883102527507,0.012892601398197,0.00786456764394507
268,"heggarty2024",-5.886013893203,0.0528801129581831,0.0449112812900442,-0.156804075848101
269,"heggarty2024",-5.60307484628463,0.0595674052470098,0.00789501628961354,-0.110267099776672
270,"heggarty2024",-5.44754007258628,0.0291574369484284,0.145084350770208,-0.173092794436882
271,"heggarty2024",-5.78773813258686,-0.143415349149028,-0.0197565927076788,-0.125194243776246
272,"heggarty2024",-5.60074281231601,-0.0132910581391727,0.040623897426503,-0.0774378899538556
273,"heggarty2024",-6.04025089903288,-0.113479929712528,0.0441544823292289,0.00208741636055771
274,"heggarty2024",-5.92292846960288,0.0530339841247511,-0.116696094564191,-0.0724581207863581
275,"heggarty2024",-5.64528318885324,0.019634726699233,0.0975835933732139,-0.122895769046546
276,"heggarty2024",-5.68758089254713,0.131817653614544,-0.0965378444596429,0.0390418121320218
277,"heggarty2024",-6.05978792783282,0.10110307413368,0.157935808627575,-0.065740023692872
278,"heggarty2024",-5.9247062660777,-0.0311598332308839,-0.0650241211285389,-0.0397564117149204
279,"heggarty2024",-5.66469129095867,0.0292079610648786,-0.0276260465752914,-0.2728907821748
280,"heggarty2024",-5.44277588375985,-0.0772508430143217,-0.0880963379325506,-0.124370105330675
281,"heggarty2024",-5.79416681763821,0.0539719011829174,-0.160753737646734,-0.19944368829557
282,"heggarty2024",-5.86361146982297,-0.0920422071625421,-0.0973328584666201,-0.0243740989834234
283,"heggarty2024",-5.9199074498551,0.0124109938312272,-0.136374304236547,-0.181236829992656
284,"heggarty2024",-6.54074757776853,-0.0956707623630152,0.113066314597097,-0.00588633830965358
285,"heggarty2024",-6.21618659019067,0.0126930744622134,0.00835723455326835,-0.00148449810717553
286,"heggarty2024",-5.88293267390973,-0.0919239530740502,0.0619587829704073,0.0358824159005007
287,"heggarty2024",-5.70467134681331,0.0674916293845778,-0.0356215628744879,-0.00645093872665208
288,"heggarty2024",-5.46903594478272,-0.054564552942047,0.0959242368694249,-0.0926462865961744
289,"heggarty2024",-5.9417014098542,0.160335422115961,0.0900458650327539,-0.0662155593016876
290,"heggarty2024",-5.8840737216795,0.0212260119266165,-0.0719591313695684,0.0103584586276151
291,"heggarty2024",-6.17329601235655,-0.133788498817513,-0.0189446892287513,-0.0340554980642401
292,"heggarty2024",-5.64642138487576,0.104769526064017,-0.00563640220848231,-0.211172009120625
293,"heggarty2024",-5.50232077652551,-0.0184499809130061,-0.0580045376768992,-0.0287088675180402
294,"heggarty2024",-6.29979945875292,0.104305141274695,0.00944396613846275,0.0298106618010714
295,"heggarty2024",-5.97287125074192,-0.008126253894251,-0.0488539338293293,0.0225182068782301
