"model","tree","interaction_level","coordinate_method","n_divergent","max_rhat","min_bulk_ess","min_tail_ess","max_rhat_fixed","min_bulk_ess_fixed","min_tail_ess_fixed","coef_Intercept","se_Intercept","ci_lower_Intercept","ci_upper_Intercept","coef_longitude_norm","se_longitude_norm","ci_lower_longitude_norm","ci_upper_longitude_norm","coef_latitude_norm","se_latitude_norm","ci_lower_latitude_norm","ci_upper_latitude_norm","coef_log_n_speakers_norm","se_log_n_speakers_norm","ci_lower_log_n_speakers_norm","ci_upper_log_n_speakers_norm","coef_n_segments_norm","se_n_segments_norm","ci_lower_n_segments_norm","ci_upper_n_segments_norm","coef_delta_norm","se_delta_norm","ci_lower_delta_norm","ci_upper_delta_norm","R2_full_mean","R2_full_q2_5","R2_full_q97_5","phylo_partial_R2_mean","phylo_partial_R2_q2_5","phylo_partial_R2_q97_5","residual_prop_mean","residual_prop_q2_5","residual_prop_q97_5","shapley_longitude_norm_mean","shapley_longitude_norm_q2_5","shapley_longitude_norm_q97_5","shapley_latitude_norm_mean","shapley_latitude_norm_q2_5","shapley_latitude_norm_q97_5","shapley_log_n_speakers_norm_mean","shapley_log_n_speakers_norm_q2_5","shapley_log_n_speakers_norm_q97_5","shapley_n_segments_norm_mean","shapley_n_segments_norm_q2_5","shapley_n_segments_norm_q97_5","shapley_delta_norm_mean","shapley_delta_norm_q2_5","shapley_delta_norm_q97_5"
"brms_phylo_linear","long_v3_CCD0.0.25","main_only","standard",49,1.00754022167335,404.258634151238,424.033105543243,1.00050892121176,6801.55200756483,7284.5356878131,1.93917852865002,0.0942011914367092,1.7537204043189,2.12433026233661,-0.134895670415621,0.0657184740732264,-0.262672888323007,-0.00104403099225463,0.00323516823845606,0.0651880348705873,-0.126510325142298,0.130253006059947,0.00881239461350152,0.0339170882330912,-0.0577470166923928,0.0768608666988434,0.0177112698911567,0.0372716442309772,-0.0548615616891357,0.0903585771348603,-0.0888177502183626,0.0434368772997375,-0.175169375544152,-0.00326625493550167,0.966703781451748,0.832256895096221,0.999904956679922,0.952936528166776,0.609376856839968,1.64379758770384,0.0332962185482525,9.50433200778647e-05,0.167743104903779,0.120686757412406,0.00630753544374457,0.356316690485244,0.0618000815320931,0.00387188121585988,0.219474785834669,0.0136965026078315,0.000607580462105523,0.0652661177497051,0.0182110974894719,0.00204059360477316,0.0694755698166766,0.0766446652157346,0.00252361481157814,0.252092003597056
