"model","tree","coordinate_method","n_divergent","max_rhat","min_bulk_ess","min_tail_ess","max_rhat_fixed","min_bulk_ess_fixed","min_tail_ess_fixed","coef_Intercept","se_Intercept","ci_lower_Intercept","ci_upper_Intercept","coef_log_n_speakers","se_log_n_speakers","ci_lower_log_n_speakers","ci_upper_log_n_speakers","coef_n_segments","se_n_segments","ci_lower_n_segments","ci_upper_n_segments","coef_delta","se_delta","ci_lower_delta","ci_upper_delta","coef_log_n_speakers_n_segments","se_log_n_speakers_n_segments","ci_lower_log_n_speakers_n_segments","ci_upper_log_n_speakers_n_segments","coef_log_n_speakers_delta","se_log_n_speakers_delta","ci_lower_log_n_speakers_delta","ci_upper_log_n_speakers_delta","coef_n_segments_delta","se_n_segments_delta","ci_lower_n_segments_delta","ci_upper_n_segments_delta","coef_t2longitudelatitude_1","se_t2longitudelatitude_1","ci_lower_t2longitudelatitude_1","ci_upper_t2longitudelatitude_1","coef_t2longitudelatitude_2","se_t2longitudelatitude_2","ci_lower_t2longitudelatitude_2","ci_upper_t2longitudelatitude_2","coef_t2longitudelatitude_3","se_t2longitudelatitude_3","ci_lower_t2longitudelatitude_3","ci_upper_t2longitudelatitude_3","method","total_response_variance","total_SS","R2_full_mean","R2_full_q2_5","R2_full_q97_5","SS_log_n_speakers_norm","partial_R2_log_n_speakers_norm","partial_R2_log_n_speakers_norm_q2_5","partial_R2_log_n_speakers_norm_q97_5","SS_n_segments_norm","partial_R2_n_segments_norm","partial_R2_n_segments_norm_q2_5","partial_R2_n_segments_norm_q97_5","SS_delta_norm","partial_R2_delta_norm","partial_R2_delta_norm_q2_5","partial_R2_delta_norm_q97_5","SS_log_n_speakers_norm_n_segments_norm","partial_R2_log_n_speakers_norm_n_segments_norm","partial_R2_log_n_speakers_norm_n_segments_norm_q2_5","partial_R2_log_n_speakers_norm_n_segments_norm_q97_5","SS_log_n_speakers_norm_delta_norm","partial_R2_log_n_speakers_norm_delta_norm","partial_R2_log_n_speakers_norm_delta_norm_q2_5","partial_R2_log_n_speakers_norm_delta_norm_q97_5","SS_n_segments_norm_delta_norm","partial_R2_n_segments_norm_delta_norm","partial_R2_n_segments_norm_delta_norm_q2_5","partial_R2_n_segments_norm_delta_norm_q97_5","linear_partial_SS_mean","linear_partial_R2_mean","linear_partial_R2_q2_5","linear_partial_R2_q97_5","spline_partial_SS_mean","spline_partial_R2_mean","spline_partial_R2_q2_5","spline_partial_R2_q97_5","phylo_partial_SS_mean","phylo_partial_R2_mean","phylo_partial_R2_q2_5","phylo_partial_R2_q97_5","residual_SS_mean","residual_prop_mean","residual_prop_q2_5","residual_prop_q97_5","V_trace_norm","n_obs"
"brms_phylo","long_v3_CCD0.0.25","standard",130,1.0085242646458,634.20545202521,750.835206350403,1.0006669450218,7010.65543258095,6937.28725463129,1.92751181161244,0.209057571736596,1.46744424166547,2.31983671366663,0.014322125997292,0.0451321284854408,-0.0744034181939524,0.103953446273244,0.0156331057904868,0.0444006227756112,-0.0726123805108504,0.101062770121327,-0.0983284282989785,0.0476370663896908,-0.191934563459362,-0.00266738439027334,-0.0292253332280166,0.0353820661638086,-0.0986574222929,0.041730962320249,0.0262993415151976,0.049180920535694,-0.0702038011550565,0.12305725500169,0.0559097486633186,0.0521547916148192,-0.0455791098823464,0.159617914848543,-0.0142805838921988,0.142568639744565,-0.290003912316253,0.282644777954948,-0.146182393316785,0.133462685754933,-0.413296637983819,0.115735035271663,0.0291016524211624,0.141093929259438,-0.241273421413008,0.327852868106691,"ANOVA_Type_III",0.0939139246434672,3.28698736252135,0.94423847749727,0.721439044180399,0.999784400455322,0.0630981486988557,0.0191963466054992,0.000794909521410196,0.0913010305745014,0.0822553725745231,0.0250245478617926,0.00158722572610044,0.107299978120525,0.32282425594029,0.09821280715015,0.00270273331352834,0.314760929448237,0.0774479889689826,0.0235619977892384,0.00203864836974843,0.0940390600789214,0.0881881399525314,0.0268294733828501,0.00086314378865804,0.127419760764833,0.164560457620175,0.0500642197461768,0.00146758905500841,0.206896833748626,0.765253078879688,0.232812905703624,0.0479930693494939,0.554084700043331,2.15025606394221,0.654172294198541,0.0635036271583104,2.98476050656758,2.67724507246363,0.814498133759174,0.389096533855091,1.5312241133967,0.183287419781423,0.0557615225027298,0.000215599544678529,0.278560955819601,4.57536807423231,36
