"model","tree","coordinate_method","n_divergent","max_rhat","min_bulk_ess","min_tail_ess","max_rhat_fixed","min_bulk_ess_fixed","min_tail_ess_fixed","coef_Intercept","se_Intercept","ci_lower_Intercept","ci_upper_Intercept","coef_log_n_speakers","se_log_n_speakers","ci_lower_log_n_speakers","ci_upper_log_n_speakers","coef_n_segments","se_n_segments","ci_lower_n_segments","ci_upper_n_segments","coef_delta","se_delta","ci_lower_delta","ci_upper_delta","coef_t2longitudelatitude_1","se_t2longitudelatitude_1","ci_lower_t2longitudelatitude_1","ci_upper_t2longitudelatitude_1","coef_t2longitudelatitude_2","se_t2longitudelatitude_2","ci_lower_t2longitudelatitude_2","ci_upper_t2longitudelatitude_2","coef_t2longitudelatitude_3","se_t2longitudelatitude_3","ci_lower_t2longitudelatitude_3","ci_upper_t2longitudelatitude_3","method","total_response_variance","total_SS","R2_full_mean","R2_full_q2_5","R2_full_q97_5","SS_log_n_speakers_norm","partial_R2_log_n_speakers_norm","partial_R2_log_n_speakers_norm_q2_5","partial_R2_log_n_speakers_norm_q97_5","SS_n_segments_norm","partial_R2_n_segments_norm","partial_R2_n_segments_norm_q2_5","partial_R2_n_segments_norm_q97_5","SS_delta_norm","partial_R2_delta_norm","partial_R2_delta_norm_q2_5","partial_R2_delta_norm_q97_5","linear_partial_SS_mean","linear_partial_R2_mean","linear_partial_R2_q2_5","linear_partial_R2_q97_5","spline_partial_SS_mean","spline_partial_R2_mean","spline_partial_R2_q2_5","spline_partial_R2_q97_5","phylo_partial_SS_mean","phylo_partial_R2_mean","phylo_partial_R2_q2_5","phylo_partial_R2_q97_5","residual_SS_mean","residual_prop_mean","residual_prop_q2_5","residual_prop_q97_5","V_trace_norm","n_obs"
"brms_phylo","long_v3_CCD0.0.25","standard",155,1.00921478236604,755.554552897802,1009.12191771637,1.00074656334644,5280.49714582732,3011.5133183771,1.88161898663227,0.210181502135988,1.43694988518763,2.27106047377404,0.00787927987832722,0.0373158355753184,-0.0652180877164415,0.0815208181962922,0.0208707702040249,0.0390948022685713,-0.0576041396869593,0.0968520346485931,-0.0822547160037541,0.0468308292619285,-0.174629353382643,0.011080114721355,0.0446342168867365,0.139536505994778,-0.212365919846368,0.354324272658383,-0.131607364301832,0.131577703169984,-0.387899037303561,0.140206127758353,0.0268496554611051,0.140378649007331,-0.238677477287874,0.323947691619029,"ANOVA_Type_III",0.0939139246434672,3.28698736252135,0.959885668398372,0.802595809533535,0.999661185837152,0.0564188176289009,0.0171642940499849,0.00022230618591828,0.088728049697345,0.101630949481702,0.0309191786498819,0.000884149962218784,0.127876699919072,0.319719387988244,0.0972682133292403,0.00127395923534838,0.318507131912282,0.45315091541554,0.137862080208286,0.00854780579457745,0.399609061338085,2.35911072482057,0.717712137174438,0.0781818531204288,2.97088199025228,3.10886942446468,0.945811188662421,0.552343841252335,1.65480822325833,0.131855301030541,0.0401143316016277,0.000338814162847926,0.197404190466465,4.57536807423231,36
