"model","tree","coordinate_method","coef_Intercept","se_Intercept","ci_lower_Intercept","ci_upper_Intercept","coef_longitude","se_longitude","ci_lower_longitude","ci_upper_longitude","coef_latitude","se_latitude","ci_lower_latitude","ci_upper_latitude","coef_log_n_speakers","se_log_n_speakers","ci_lower_log_n_speakers","ci_upper_log_n_speakers","coef_longitude_latitude","se_longitude_latitude","ci_lower_longitude_latitude","ci_upper_longitude_latitude","coef_latitude_log_n_speakers","se_latitude_log_n_speakers","ci_lower_latitude_log_n_speakers","ci_upper_latitude_log_n_speakers","coef_longitude_log_n_speakers","se_longitude_log_n_speakers","ci_lower_longitude_log_n_speakers","ci_upper_longitude_log_n_speakers","var_longitude_norm","prop_longitude_norm","prop_longitude_norm_q2_5","prop_longitude_norm_q97_5","var_latitude_norm","prop_latitude_norm","prop_latitude_norm_q2_5","prop_latitude_norm_q97_5","var_log_n_speakers_norm","prop_log_n_speakers_norm","prop_log_n_speakers_norm_q2_5","prop_log_n_speakers_norm_q97_5","var_longitude_norm_latitude_norm","prop_longitude_norm_latitude_norm","prop_longitude_norm_latitude_norm_q2_5","prop_longitude_norm_latitude_norm_q97_5","var_latitude_norm_log_n_speakers_norm","prop_latitude_norm_log_n_speakers_norm","prop_latitude_norm_log_n_speakers_norm_q2_5","prop_latitude_norm_log_n_speakers_norm_q97_5","var_longitude_norm_log_n_speakers_norm","prop_longitude_norm_log_n_speakers_norm","prop_longitude_norm_log_n_speakers_norm_q2_5","prop_longitude_norm_log_n_speakers_norm_q97_5","phylo_var_mean","phylo_prop_mean","phylo_prop_q2_5","phylo_prop_q97_5","residual_var_mean","residual_prop_mean","residual_prop_q2_5","residual_prop_q97_5","V_trace_norm"
"brms_phylo","heggarty2024","sqrt_plus_10",-5.99397401259372,0.130767326978342,-6.26366693054248,-5.74164249832142,-0.105721534395003,0.13034255168294,-0.373063963495832,0.145478457354276,0.0080581419144194,0.129698136713449,-0.232975196253424,0.28759504622417,-0.0146752395955076,0.0750740526819948,-0.159657555258212,0.135762888727166,-0.289228566946595,0.123334510897598,-0.53706061938281,-0.0489592755820719,0.175306214095669,0.101633406089496,-0.024849868883499,0.377448512002693,0.130318856200512,0.0951069991113397,-0.0616195584485881,0.317478303662439,0.0113654897737383,0.0435434380997411,0.00860659540548616,0.116668897408692,0.0122977171571048,0.0468056356752632,0.00665614593503829,0.139141774469589,0.00547253488353938,0.0216065483130413,0.00263203848821457,0.0853557835839687,0.0355154480710442,0.141471392588868,0.0139968558439896,0.312010262176107,0.0097805914948455,0.0387783152885994,0.00630696904237335,0.119655918623051,0.0103208033047078,0.0410300112392522,0.00482391930182455,0.13022496761049,0.0470553967281732,0.155406654846743,0.000274672627130509,0.55401180444146,0.121197951156679,0.511358003948491,0.196713627317494,0.792481078279065,7.15701504538082
