"sample_id","tree","R2_full","partial_R2_linear","partial_R2_spline","partial_R2_phylo","prop_residual","shapley_log_n_speakers","shapley_n_segments","shapley_delta","shapley_log_n_speakers_n_segments","shapley_log_n_speakers_delta","shapley_n_segments_delta","prop_linear_norm","prop_spline_norm","prop_phylo_norm","prop_residual_norm","shapley_norm_log_n_speakers","shapley_norm_n_segments","shapley_norm_delta","shapley_norm_log_n_speakers_n_segments","shapley_norm_log_n_speakers_delta","shapley_norm_n_segments_delta"
2322,"long_v3_CCD0.0.25",0.996230770941831,0.413666918314781,0.299183006457556,0.882741600499888,0.00376922905816894,0.0353964012564518,0.0410509393039713,0.217642242087742,0.0587737116895004,0.0251941314561218,0.00977538500136865,0.246473621264195,0.190135328857596,0.560995647762961,0.00239540211524757,0.022494948737089,0.0260884932499704,0.138314938948673,0.0373515833421844,0.0160112518635673,0.00621240512271047
2323,"long_v3_CCD0.0.25",0.998242993357132,0.459561888416391,0.838045066693153,1.10348008843561,0.00175700664286784,0.0142321384730364,0.106356902678162,0.23522189693478,0.0507357750011522,0.0232536789210977,0.00999516628007884,0.184549397859019,0.351665016897591,0.46304830058495,0.000737284658438941,0.00597216714890793,0.0446300604394418,0.0987050883631538,0.0212900211243954,0.00975783488946085,0.00419422589365966
2324,"long_v3_CCD0.0.25",0.999349883600334,0.285770896484229,0.0636296473696802,0.86500312410236,0.0006501163996658,0.0116423841124189,0.00382928929607639,0.110748818374016,0.00905774125539368,0.0313606582953677,0.0898387457070218,0.216298005922679,0.0536614653910851,0.72949225912758,0.000548269558656498,0.00981849527608694,0.00322939515663213,0.0933989756340011,0.00763876100198721,0.0264477165806267,0.0757646622733448
2325,"long_v3_CCD0.0.25",0.997457913280317,0.186404285273097,0.101787991792547,0.914187048195835,0.00254208671968281,0.0221353567449772,0.0180041267320779,0.0648251615477095,0.025251889527981,0.0550948047231902,0.00699495589414954,0.158822741363718,0.0840650997935439,0.755012689445508,0.00209946939723027,0.0182812426197061,0.0148693247972946,0.0535380802653759,0.0208551379761154,0.0455019317661783,0.00577702393904754
2326,"long_v3_CCD0.0.25",0.997228010761301,0.117521351186065,1.41245794414108,0.892243341706729,0.00277198923869931,0.000453823754564461,0.00475134921938255,0.0828216112304702,0.0102817557720178,0.011636628753008,0.00847698388160099,0.0488158521834719,0.582241892216129,0.367799589182445,0.00114266641795448,0.000187074739241827,0.00195859605699992,0.0341406353649289,0.00423833428870278,0.0047968385694401,0.00349437316415844
2327,"long_v3_CCD0.0.25",0.985334140282197,0.444673523543182,0.123398196405883,0.807054626085785,0.0146658597178029,0.00947917845435221,0.0703924159260416,0.270043473901081,0.0090966311684041,0.0392844436128416,0.00242887869899993,0.297750043767562,0.091688355818563,0.599664451157592,0.010897149256283,0.00704329813809874,0.05230355926051,0.200649951479701,0.00675905466701861,0.0291894545383871,0.00180472568384651
2328,"long_v3_CCD0.0.25",0.979032421385329,0.362995147188847,0.619191007557666,0.801623079546988,0.0209675786146708,0.00931906032158728,0.0243892364284977,0.320333344274862,0.0116149148071437,0.00849130527009765,0.00290720305935468,0.207305613509488,0.340432429907121,0.440733940753161,0.0115280158302302,0.00512363763524705,0.0134092500045868,0.176119900710298,0.00638590293253231,0.00466853628508691,0.00159838594173601
2329,"long_v3_CCD0.0.25",0.959338459981715,0.51794008843745,2.17995886362965,0.674372808252148,0.0406615400182852,0.0117580603577723,0.0778747682596557,0.351936052334888,0.0161226246432269,0.00507696303896254,0.0408635050431995,0.148186971548051,0.64142373595076,0.198425178249687,0.0119641142515021,0.00345965198153306,0.0229136088881235,0.103552475815322,0.00474386664103002,0.00149382846349366,0.0120235397585487
2330,"long_v3_CCD0.0.25",0.991165622037985,0.177500787361829,0.123544183125196,0.648387207476467,0.00883437796201551,0.00148333544226584,0.026536706094356,0.0864248651369087,0.00695839921258754,0.0302722119797956,0.023928323682082,0.183615037210865,0.129180373172637,0.677967179865487,0.00923740975101031,0.0015510064587818,0.027747333053857,0.0903676405263619,0.00727584726555146,0.0316532558748502,0.0250199540314627
2331,"long_v3_CCD0.0.25",0.989919212576242,0.0743419855833331,0.957585689097626,0.7480867937416,0.0100807874237575,0.00167806846978928,0.00533520329055873,0.0247527442743266,0.0230037031770635,0.000995514844907832,0.0128013952571781,0.0384273186271622,0.536667045704495,0.419255983144629,0.00564965252371417,0.000940452701439507,0.00299004864084298,0.0138723691195717,0.0128921406876196,0.000557923971561344,0.00717438350612702
2332,"long_v3_CCD0.0.25",0.997744905614829,0.201885093980009,0.27065777765711,0.495154567270618,0.00225509438517128,0.00589723117978345,0.00418224289114193,0.0234736226952188,0.00697535294726511,0.0682163864013078,0.0802217456324053,0.197450223909303,0.282808940644896,0.517384498747682,0.00235633669811812,0.00616198698271102,0.00437000440852628,0.0245274694302081,0.00728851095548216,0.0712789565471774,0.0838232955851985
2333,"long_v3_CCD0.0.25",0.98047439923213,0.351326861732857,0.453143100830916,0.767665497145306,0.01952560076787,0.0355024371406557,0.00790895208989055,0.236943638154123,0.0129235790678682,0.0590799082730697,0.00813773740461054,0.225193275111258,0.283067516977471,0.479542038150285,0.0121971697609862,0.0221775123788192,0.00494053076362397,0.148012950418774,0.00807304674946048,0.0369057873935385,0.00508344740704178
