"sample_id","tree","Intercept","longitude_norm","latitude_norm","log_n_speakers_norm","n_segments_norm","delta_norm","longitude_norm.latitude_norm","longitude_norm.log_n_speakers_norm","longitude_norm.n_segments_norm","longitude_norm.delta_norm","latitude_norm.log_n_speakers_norm","latitude_norm.n_segments_norm","latitude_norm.delta_norm","log_n_speakers_norm.n_segments_norm","log_n_speakers_norm.delta_norm","n_segments_norm.delta_norm"
724,"long_v3_CCD0.0.25",2.34041005660276,0.0427644013087894,-0.222950417199809,0.00534361786823774,0.097334235008207,-0.0699143484688574,0.207537206126549,-0.137863122321095,-0.113500132637745,0.155855884077604,-0.244578327225944,-0.253266792764277,-0.0319403329239221,-0.122791764616112,0.127315468270134,0.149519234223059
725,"long_v3_CCD0.0.25",1.81555219625603,-0.110754367876237,-0.0424475006428055,-0.00335823358864295,0.0813251895278414,-0.0389395505332348,-0.0936636411032142,-0.222124723977,0.0737312302550315,0.0708733681842386,-0.163227240435194,-0.0171877019626804,-0.159851675158189,0.0670563766627957,0.0369375202246894,0.0957267753031958
726,"long_v3_CCD0.0.25",1.90092947390074,0.0532180632454867,-0.0658381976766789,-0.0387164204550916,-0.098732121728865,-0.17499022107334,-0.0100735976928708,-0.114729312990651,-0.138458924658661,-0.0227213445268134,-0.226317367317913,-0.00945480666876594,0.0229763780957823,0.0309502681024367,0.0453450481730691,0.0730817817405139
727,"long_v3_CCD0.0.25",2.27386167093288,0.0381466148903995,-0.12930064419102,0.119085786602491,-0.129384032161421,-0.121624145556934,0.218944212385007,0.037575096111559,-0.152917025859813,0.148107727449873,-0.0986216661884235,-0.103782216583778,0.239431308502951,-0.0342430878653946,0.0268300018806984,0.13927621469228
728,"long_v3_CCD0.0.25",2.06300320289734,0.119267144253419,0.145854519722947,0.0943631637755228,0.0498073513082161,-0.0854237817306561,0.0295335182241849,-0.0902887850959024,0.0447461632060166,0.133757546409271,-0.138391777968987,0.00788601406936646,0.0240140390342026,0.027083167392408,0.0659781474198123,0.02065057719398
729,"long_v3_CCD0.0.25",1.82159122093598,-0.122431969482063,-0.0797986896914854,-0.0468275770685263,0.105142791388742,-0.044886652195701,0.0565755382284847,-0.0887968148982254,0.0485193024819092,0.0294877685242789,-0.0381704359433527,-0.0144751131198255,-0.0241817251738406,-0.00390055684760233,-0.023900779862212,0.0758126984479019
730,"long_v3_CCD0.0.25",1.88897487969216,-0.13751184783043,0.0905587655134,0.10575844358275,0.027767554242456,-0.10276040223408,-0.121167648284098,-0.077552709237501,-0.00293242412711737,0.106748666619015,-0.0277287574934813,0.0709582909395989,0.00803777085593193,0.0746190391106578,-0.0550617175022487,-0.0165054052924136
731,"long_v3_CCD0.0.25",2.25307306361922,-0.164299433436241,-0.0745624060876036,0.181576615486558,-0.0788890881351237,-0.0946228311889204,0.13157394764551,0.102127364746794,-0.171244202199025,-0.0466120539003302,-0.0196541206027238,-0.103917173713999,0.0257011761925018,-0.0452962734722844,0.128513775292425,0.13110190122704
732,"long_v3_CCD0.0.25",1.86978973692688,-0.237081363880865,-0.138603993783118,-0.0664457943687388,0.0281298733324969,-0.0181665411086527,-0.0648253700369775,0.0273018148717788,0.00572656203521412,-0.101793746143421,0.019461484534937,-0.0542851601851321,-0.0758862824044261,-0.112129148733505,-0.0247012451114269,0.0896809954079804
733,"long_v3_CCD0.0.25",2.03785481515752,-0.215927565245188,-0.0999110059638059,0.0430275155295743,-0.072771057726878,-0.154954439070192,-0.0499969147146183,0.042329660037472,-0.0805667900186541,0.015488450310033,0.0515027417382266,-0.11841866166714,0.0164707788201988,-0.0816343682918472,0.0123348398671429,0.122877396968202
