"model","tree","coordinate_method","n_divergent","max_rhat","min_bulk_ess","min_tail_ess","max_rhat_fixed","min_bulk_ess_fixed","min_tail_ess_fixed","coef_Intercept","se_Intercept","ci_lower_Intercept","ci_upper_Intercept","coef_log_n_speakers","se_log_n_speakers","ci_lower_log_n_speakers","ci_upper_log_n_speakers","coef_n_segments","se_n_segments","ci_lower_n_segments","ci_upper_n_segments","coef_delta","se_delta","ci_lower_delta","ci_upper_delta","coef_t2longitudelatitude_1","se_t2longitudelatitude_1","ci_lower_t2longitudelatitude_1","ci_upper_t2longitudelatitude_1","coef_t2longitudelatitude_2","se_t2longitudelatitude_2","ci_lower_t2longitudelatitude_2","ci_upper_t2longitudelatitude_2","coef_t2longitudelatitude_3","se_t2longitudelatitude_3","ci_lower_t2longitudelatitude_3","ci_upper_t2longitudelatitude_3","method","total_response_variance","total_SS","R2_full_mean","R2_full_q2_5","R2_full_q97_5","SS_log_n_speakers_norm","partial_R2_log_n_speakers_norm","partial_R2_log_n_speakers_norm_q2_5","partial_R2_log_n_speakers_norm_q97_5","SS_n_segments_norm","partial_R2_n_segments_norm","partial_R2_n_segments_norm_q2_5","partial_R2_n_segments_norm_q97_5","SS_delta_norm","partial_R2_delta_norm","partial_R2_delta_norm_q2_5","partial_R2_delta_norm_q97_5","linear_partial_SS_mean","linear_partial_R2_mean","linear_partial_R2_q2_5","linear_partial_R2_q97_5","spline_partial_SS_mean","spline_partial_R2_mean","spline_partial_R2_q2_5","spline_partial_R2_q97_5","phylo_partial_SS_mean","phylo_partial_R2_mean","phylo_partial_R2_q2_5","phylo_partial_R2_q97_5","residual_SS_mean","residual_prop_mean","residual_prop_q2_5","residual_prop_q97_5","V_trace_norm","n_obs"
"brms_phylo","heggarty2024","standard",3,1.0006503918103,7631.35177179129,7174.50420571296,1.00061084851746,7797.34199367542,7242.55845174844,-5.92060202694722,0.268504955381102,-6.53947061311266,-5.44873816801385,-0.0342963947594193,0.0770998098634239,-0.188586707452798,0.116507202977246,-0.0256502058415858,0.0798384074256513,-0.18222646068657,0.132225677145101,-0.0846047423928366,0.082700904077634,-0.246317268129835,0.079225338570595,-0.00382842855099192,0.195584307285815,-0.38947309707819,0.399332856810204,0.0215191949248021,0.194312065741563,-0.367026190515033,0.407785396698525,-0.181963945877867,0.208271997636912,-0.585713429418943,0.239462482258813,"ANOVA_Type_III",0.151249708700898,5.29373980453142,0.189401097472813,-0.135679529156701,0.451283464534777,0.235355436472687,0.0444591999537309,0.000325745053694834,0.230473627864946,0.221274204976429,0.0417992219389058,0.000627348235764868,0.207345175382201,0.434923770709719,0.0821581314475309,0.000545480086585577,0.361605515991993,0.108654075127202,0.0205250123993995,-0.18775584573527,0.234858282482089,4.21989809861694,0.797148755782202,0.00246308001905938,3.81797586621564,0.84048991832433,0.158770538288428,-0.0852790549228837,1.01404702487122,4.29109967581765,0.810598902527187,0.548716535465223,1.1356795291567,7.15701504538082,36
