"sample_id","tree","R2_full","partial_R2_linear","partial_R2_spline","partial_R2_phylo","prop_residual","shapley_log_n_speakers","shapley_n_segments","shapley_delta","prop_linear_norm","prop_spline_norm","prop_phylo_norm","prop_residual_norm","shapley_norm_log_n_speakers","shapley_norm_n_segments","shapley_norm_delta"
6634,"heggarty2024",0.143164923183209,0.0212617839457652,0.838041073837725,-0.0134263928754491,0.856835076816791,0.00376413194529003,0.00539072757527202,0.0154899453477342,0.0143323666915145,0.487368921644181,0,0.498298711664304,0.00218905848934278,0.00313501708598427,0.0090082911161874
6635,"heggarty2024",0.348339158689771,0.044883973812904,0.529116625377178,0.183614357412751,0.651660841310229,0.00144850082205965,0.0102469450829776,0.188653616713276,0.128039769599476,0.338149676964616,0.11734489650732,0.416465656928588,0.000925712898764603,0.0065486529878229,0.120565403712889
6636,"heggarty2024",-0.00212914385119967,0.23147811485127,0.093530265583311,0.169415747720583,1.0021291438512,0.000444358213793013,0.0328966781080569,0.0940251010218733,0.0914696639972647,0.0671699883886131,0.121668143849153,0.719692203764969,0.000319121686169866,0.0236251813545198,0.067525360956575
6637,"heggarty2024",0.116811255131843,0.0756708320451188,0.26428787726741,0.0212205900811064,0.883188744868157,0.00128975063945261,0.0508300189052042,0.0919058180167202,0.109715156608637,0.201328016327663,0.0161653245336291,0.672791502530072,0.000982500372257322,0.038721060465925,0.0700115957704545
6638,"heggarty2024",0.267800602166685,0.0658980076672596,0.447688679897932,0.0211804615399422,0.732199397833315,0.00203785679417296,0.00647868869199293,0.0246812067488349,0.0268967502908057,0.362716443751868,0.0171603661913957,0.59322643976593,0.00165106736544359,0.00524902019651441,0.0199966627288477
6639,"heggarty2024",0.117547904871601,-0.0840226983107464,0.785482790842367,0.646710671734819,0.882452095128399,0.0133382153115327,0.0463270377951455,0.0602656354820454,0.0492615004023684,0.322636322239114,0.265635804009845,0.362466373348673,0.00547865947353386,0.0190287874778631,0.0247540534509714
6640,"heggarty2024",0.235501730816661,0.36843260511316,-0.000356998430871437,0.673332018847802,0.764498269183339,0.010254731295095,0.27358965538376,0.147773259955662,0.230879736541959,0,0.360176930505542,0.408943332952499,0.00548543294784458,0.146347833662824,0.0790464699312905
6641,"heggarty2024",0.0212351833776856,-0.134592458752879,0.901579610617327,0.0667153523886867,0.978764816622314,0.0568793505402266,0.0851262326006444,0.00346343490153447,0.0695182872533616,0.430856488866918,0.0318826447994168,0.467742579080303,0.027182111234761,0.0406810327749857,0.00165514324361497
6642,"heggarty2024",0.13824634437622,0.136726987798669,0.0660752921144965,0.0448343927179666,0.86175365562378,0.00152227637423371,0.0215967066036508,0.0841190005746743,0.0993035022445113,0.0611864164303571,0.0415171198712237,0.797992961453908,0.00140964395578545,0.0199987777804362,0.0778950805082897
6643,"heggarty2024",-0.0495044378404483,-0.059174527063032,0.930881469028353,0.0628729989341974,1.04950443784045,0.155811784639276,0.100311973250178,0.00494539985168309,0.113295134434809,0.403970894490008,0.0272847429707976,0.455449228104385,0.0676170147403542,0.0435319843720059,0.00214613532244922
6644,"heggarty2024",0.155386324409247,-0.095390853693756,0.296209415552214,0.319712672091071,0.844613675590753,0.00189443772191677,0.105623553997035,0.0178841675481611,0.0790712911822824,0.186772389605936,0.201592173032131,0.53256414617965,0.00119452198918927,0.0666000557136927,0.0112767134794004
