"longitude_norm","latitude_norm","spline_mean","spline_lower","spline_upper","spline_prob_positive","longitude","latitude"
-3,-3,1.29325162746147,-1.81821812833692,5.1899564398195,0.77475,-54.5342215702102,8.9683272991884
-2.96984924623116,-3,1.28173068267649,-1.80861749815233,5.14175240079929,0.77475,-53.659512602447,8.9683272991884
-2.93969849246231,-3,1.27020973789151,-1.78853951100543,5.09107081887954,0.77525,-52.7848036346839,8.9683272991884
-2.90954773869347,-3,1.25868879310654,-1.77365530983498,5.04101258749433,0.775375,-51.9100946669207,8.9683272991884
-2.87939698492462,-3,1.24716784832156,-1.76615210196993,4.99890289091863,0.775125,-51.0353856991576,8.9683272991884
-2.84924623115578,-3,1.23564690353658,-1.7493582677811,4.94651915826315,0.774875,-50.1606767313945,8.9683272991884
-2.81909547738693,-3,1.2241259587516,-1.73404383833971,4.89892868288579,0.774875,-49.2859677636313,8.9683272991884
-2.78894472361809,-3,1.21260501396662,-1.72274500163143,4.85149434188073,0.7745,-48.4112587958682,8.9683272991884
-2.75879396984925,-3,1.20108406918165,-1.71161696916897,4.80029817295993,0.774625,-47.536549828105,8.9683272991884
-2.7286432160804,-3,1.18956312439667,-1.69541885200826,4.74540518088927,0.774375,-46.6618408603419,8.9683272991884
-2.69849246231156,-3,1.17804217961169,-1.67841064699353,4.69760992037901,0.77425,-45.7871318925788,8.9683272991884
-2.66834170854271,-3,1.16652123482671,-1.66531870920825,4.65642297416477,0.77425,-44.9124229248156,8.9683272991884
-2.63819095477387,-3,1.15500029004173,-1.65222433136332,4.60982628058117,0.774375,-44.0377139570525,8.9683272991884
-2.60804020100502,-3,1.14347934525676,-1.64143260838501,4.56895193670471,0.774625,-43.1630049892893,8.9683272991884
-2.57788944723618,-3,1.13195840047178,-1.62593212810314,4.51171840397753,0.77425,-42.2882960215262,8.9683272991884
-2.54773869346734,-3,1.1204374556868,-1.61270224137957,4.45553878345643,0.7745,-41.4135870537631,8.9683272991884
-2.51758793969849,-3,1.10891651090182,-1.59975290491077,4.41374486806547,0.774,-40.5388780859999,8.9683272991884
-2.48743718592965,-3,1.09739556611684,-1.58945231581334,4.37547257320112,0.773875,-39.6641691182368,8.9683272991884
-2.4572864321608,-3,1.08587462133186,-1.57387251717319,4.33369903358951,0.77375,-38.7894601504736,8.9683272991884
-2.42713567839196,-3,1.07435367654689,-1.56264222969343,4.28915938921226,0.773625,-37.9147511827105,8.9683272991884
-2.39698492462312,-3,1.06283273176191,-1.54835977101242,4.24752023528323,0.773875,-37.0400422149474,8.9683272991884
-2.36683417085427,-3,1.05131178697693,-1.53416329318462,4.2057684851358,0.77425,-36.1653332471842,8.9683272991884
-2.33668341708543,-3,1.03979084219195,-1.52086982551595,4.15573123396305,0.774125,-35.2906242794211,8.9683272991884
-2.30653266331658,-3,1.02826989740697,-1.50782909796019,4.11416555916316,0.773875,-34.415915311658,8.9683272991884
-2.27638190954774,-3,1.016748952622,-1.49466200034798,4.06647262259435,0.773625,-33.5412063438948,8.9683272991884
-2.24623115577889,-3,1.00522800783702,-1.48056701274113,4.01974027114221,0.773375,-32.6664973761317,8.9683272991884
-2.21608040201005,-3,0.993707063052039,-1.46628450698987,3.97079885464564,0.772875,-31.7917884083685,8.9683272991884
-2.18592964824121,-3,0.982186118267061,-1.44876186897992,3.93156489726883,0.772625,-30.9170794406054,8.9683272991884
-2.15577889447236,-3,0.970665173482083,-1.43414792402015,3.88208178839795,0.772625,-30.0423704728423,8.9683272991884
-2.12562814070352,-3,0.959144228697104,-1.41986416560488,3.84082823573402,0.772125,-29.1676615050791,8.9683272991884
-2.09547738693467,-3,0.947623283912127,-1.40610085202321,3.78311133557195,0.7725,-28.292952537316,8.9683272991884
-2.06532663316583,-3,0.936102339127148,-1.39007830325053,3.7398574962062,0.772,-27.4182435695528,8.9683272991884
-2.03517587939699,-3,0.92458139434217,-1.37676553206242,3.69923431475522,0.771625,-26.5435346017897,8.9683272991884
-2.00502512562814,-3,0.913060449557192,-1.35926388568356,3.6584540882599,0.77125,-25.6688256340266,8.9683272991884
-1.9748743718593,-3,0.901539504772214,-1.34478407801527,3.62148421024992,0.770875,-24.7941166662634,8.9683272991884
-1.94472361809045,-3,0.890018559987235,-1.3441604514311,3.5793701053659,0.770375,-23.9194076985003,8.9683272991884
-1.91457286432161,-3,0.878497615202257,-1.32400427327866,3.53752418328177,0.77,-23.0446987307371,8.9683272991884
-1.88442211055276,-3,0.866976670417279,-1.30831931869949,3.4909480429512,0.7695,-22.169989762974,8.9683272991884
-1.85427135678392,-3,0.855455725632301,-1.30030138229848,3.44580279726958,0.769125,-21.2952807952109,8.9683272991884
-1.82412060301508,-3,0.843934780847323,-1.292032949166,3.40901608761086,0.76825,-20.4205718274477,8.9683272991884
-1.79396984924623,-3,0.832413836062345,-1.2796452654024,3.3550216340363,0.768375,-19.5458628596846,8.9683272991884
-1.76381909547739,-3,0.820892891277367,-1.26709431774017,3.30988728184434,0.76775,-18.6711538919214,8.9683272991884
-1.73366834170854,-3,0.809371946492389,-1.25722330573437,3.26541907151442,0.767125,-17.7964449241583,8.9683272991884
-1.7035175879397,-3,0.797851001707411,-1.23900308616958,3.21187519423826,0.767375,-16.9217359563952,8.9683272991884
-1.67336683417085,-3,0.786330056922432,-1.23234684493763,3.17276893269305,0.766875,-16.047026988632,8.9683272991884
-1.64321608040201,-3,0.774809112137454,-1.21398591704979,3.12212718885256,0.766125,-15.1723180208689,8.9683272991884
